Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,power_count_neg,power_count_pos,power_current,power_current_neg,power_current_pos,power_level_state,power_voltage,power_wattage,power_wattage_neg,power_wattage_pos,iad_millimeter,shader_hitches,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,phase_sync_mode,average_frame_rate,display_refresh_rate,average_prediction_microseconds,icfl_mean_microseconds,icfl_stdev_microseconds,slice_headroom_mean_microseconds,slice_headroom_stdev_microseconds,slice_gpu_start_delay_min_microseconds,slice_gpu_start_delay_max_microseconds,screen_tear_count,early_frame_count,stale_frame_count,direct_render_frame_count,total_layer_count,merged_layer_count,maximum_rotational_speed_degrees_per_second,eye_texture_scale_factor,foveation_mode,foveation_level,dynamic_foveation_enabled,eye_tracked_foveation_latency_milliseconds,symmetric_fov,eye_buffer_width,eye_buffer_height,swap_chain_width,swap_chain_height,front_buffer_width,front_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,local_dimming_enabled,cabc_enabled,temporal_dimming_enabled,temporal_dimming_gain,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,extrapolation_factor_mean,extrapolation_factor_rms,data_extrapolation_factor_mean,data_extrapolation_factor_rms,app_vss_MB,app_rss_MB,app_uss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_gpu_physical_MB,app_gpu_virtual_MB,app_gpu_allocated_percentage,stale_frames_consecutive,max_repeated_frames,skipped_frames,face_tracking_overall_latency_milliseconds,face_tracking_processing_latency_milliseconds,face_tracking_frame_to_frame_latency_milliseconds,face_tracking_frames_dropped,face_tracking_frames_per_second,eye_tracking_overall_latency_milliseconds,eye_tracking_processing_latency_milliseconds,eye_tracking_frame_to_frame_latency_milliseconds,eye_tracking_frames_dropped,eye_tracking_frames_per_second,hand_tracking_overall_latency_milliseconds,hand_tracking_processing_latency_milliseconds,hand_tracking_frame_to_frame_latency_milliseconds,hand_tracking_frames_dropped,hand_tracking_frames_per_second,dynres_recommendation_percentage,dynres_recommendation_width,dynres_recommendation_height,app_frame_throttle,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_frag_inst_per_pixel,avg_vert_inst_per_pixel,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
31002,2674,979,89,45,9999,0,0,434,0,0,0,4202,1823,0,0,63,2,2,2,1382,456,2000,1,0,4,72,72,46609,14872,332,1403,393,67,1243,0,24,5,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7437,980,0,0,0,0,100,28,49,46,47,28,28,27,0,0,64,0,0,0,0,0,0,13641,1140,962,0,901,61,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
32002,2674,979,89,45,9999,0,0,451,0,0,0,4202,1895,0,0,63,2,2,2,1382,456,2000,1,0,4,73,72,41534,14868,346,1262,277,69,1037,0,0,4,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7650,959,0,0,0,0,100,34,48,47,49,30,34,31,0,0,66,0,0,0,0,0,0,13641,1140,962,0,901,61,253,253,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
33002,2674,979,89,45,9999,0,0,640,0,0,0,4202,2689,0,0,63,2,2,2,1382,456,2000,1,0,4,71,72,44538,14926,330,1161,284,70,1161,0,1,6,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,8181,969,0,0,0,0,100,31,52,49,51,31,31,29,0,0,66,0,0,0,0,0,0,13641,1140,962,0,901,61,253,253,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
34002,2674,979,89,45,9999,0,0,674,0,0,0,4202,2832,0,0,63,2,2,2,1382,456,2000,1,0,4,73,72,48039,14744,309,1240,302,67,1169,0,33,5,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,8647,962,0,0,0,0,100,31,49,45,50,31,29,28,0,0,68,0,0,0,0,0,0,13641,1140,962,0,901,61,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
35002,2674,979,89,45,9999,0,0,310,0,0,0,4202,1302,0,0,63,2,2,2,1382,456,2000,1,0,4,71,72,43535,14711,277,1183,383,67,1457,0,12,3,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,8816,961,0,0,0,0,100,32,49,47,46,31,32,28,0,0,66,0,0,0,0,0,0,13641,1140,962,0,901,61,253,253,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
36002,2674,979,89,45,9999,0,0,663,0,0,0,4202,2785,0,0,63,2,2,2,1382,456,2000,1,0,4,71,72,42747,14765,262,1273,418,67,1468,0,1,5,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7706,958,0,0,0,0,100,33,45,44,45,30,33,29,0,0,66,0,0,0,0,0,0,13641,1140,962,0,901,61,253,253,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
37002,2674,979,89,45,9999,0,0,435,0,0,0,4202,1827,0,0,63,2,2,2,1382,456,2000,1,0,4,73,72,41049,14859,296,1473,448,67,1750,1,0,4,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7956,951,0,0,0,0,100,31,47,45,45,30,29,31,0,0,66,0,0,0,0,0,0,13641,1140,962,0,901,61,253,253,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
38002,2674,979,89,45,9999,0,0,704,0,0,0,4202,2958,0,0,63,2,2,2,1382,456,2000,1,0,4,71,72,45506,15610,605,1704,755,70,2435,1,2,7,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,8375,962,0,0,0,0,100,30,46,45,47,29,30,27,0,0,66,0,0,0,0,0,0,13641,1140,962,0,901,61,253,253,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
39028,2672,980,89,45,9999,0,0,713,0,0,0,4191,2988,0,0,63,2,2,2,1382,456,2000,1,0,4,72,72,48868,15571,307,1816,456,67,1743,0,30,6,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7634,945,0,0,0,0,100,31,47,47,46,31,28,27,0,0,67,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
40003,2672,980,89,45,9999,0,0,462,0,0,0,4191,1936,0,0,63,2,2,2,1382,456,2000,1,0,4,71,72,45207,15450,320,1681,396,68,1282,0,14,4,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,9096,961,0,0,0,0,100,32,48,48,43,30,32,29,0,0,66,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
41003,2672,980,89,45,9999,0,0,417,0,0,0,4191,1747,0,0,63,2,2,2,1382,456,2000,1,0,4,72,72,44393,15361,453,1579,491,69,2175,1,3,5,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7867,949,0,0,0,0,100,31,48,49,45,29,29,31,0,0,65,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
42003,2672,980,89,45,9999,0,0,433,0,0,0,4191,1814,0,0,63,2,2,2,1382,456,2000,1,0,4,73,72,41909,15417,340,1687,493,69,1164,0,0,3,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,6540,955,0,0,0,0,100,32,55,53,51,32,32,29,0,0,63,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
43003,2672,980,89,45,9999,0,0,296,0,0,0,4191,1240,0,0,63,2,2,2,1382,456,2000,1,0,4,71,72,49451,15170,329,1526,332,67,1501,1,36,8,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,6283,953,0,0,0,0,100,32,47,51,47,32,31,31,0,0,57,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
44005,2672,980,89,45,9999,0,0,471,0,0,0,4191,1973,0,0,63,2,2,2,1382,456,2000,1,0,4,72,72,41434,15133,377,1594,424,67,2374,1,2,5,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7273,952,0,0,0,0,100,32,41,47,43,32,31,28,0,0,58,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
45003,2672,980,89,45,9999,0,0,671,0,0,0,4191,2812,0,0,63,2,2,2,1382,456,2000,1,0,4,72,72,42032,15578,560,2084,362,66,959,0,0,3,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7669,952,0,0,0,0,100,32,44,48,44,32,32,27,0,0,60,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
46003,2672,980,89,45,9999,0,0,118,0,0,0,4191,494,0,0,63,2,2,2,1382,456,2000,1,0,4,72,72,46757,15175,364,1697,403,67,1668,0,24,5,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7426,970,0,0,0,0,100,29,42,48,42,29,28,29,0,0,61,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
47003,2672,980,89,45,9999,0,0,463,0,0,0,4191,1940,0,0,63,2,2,2,1382,456,2000,1,0,4,72,72,40813,15173,341,1667,276,68,1181,0,0,2,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7730,951,0,0,0,0,100,31,44,46,46,29,31,30,0,0,64,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
48003,2672,980,89,45,9999,0,0,470,0,0,0,4191,1969,0,0,63,2,2,2,1382,456,2000,1,0,4,72,72,48259,15330,310,1467,520,67,1807,0,23,8,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,6172,959,0,0,0,0,100,34,45,48,49,30,34,31,0,0,61,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
49005,2672,980,89,45,9999,0,0,422,0,0,0,4212,1777,0,0,63,2,2,2,1382,456,2000,1,0,4,72,72,41926,15148,317,1467,389,68,1646,0,1,5,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,6831,953,0,0,0,0,100,32,46,48,45,29,32,28,0,0,60,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
50003,2672,980,89,45,9999,0,0,413,0,0,0,4212,1739,0,0,63,2,2,2,1382,456,2000,1,0,4,72,72,41393,15280,300,1562,370,68,988,0,0,3,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,8779,961,0,0,0,0,100,34,47,49,47,34,30,30,0,0,60,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
51005,2672,980,89,45,9999,0,0,400,0,0,0,4212,1684,0,0,63,2,2,2,1382,456,2000,1,0,4,72,72,46915,15234,558,1522,400,58,1811,1,20,5,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7495,939,0,0,0,0,100,33,44,49,47,30,33,29,0,0,62,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
52005,2672,980,89,45,9999,0,0,372,0,0,0,4212,1566,0,0,63,2,2,2,1382,456,2000,1,0,4,73,72,41333,15348,320,1659,417,69,766,0,0,2,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7611,959,0,0,0,0,100,32,46,50,50,32,30,30,0,0,63,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
53004,2672,980,89,45,9999,0,0,355,0,0,0,4212,1495,0,0,63,2,2,2,1382,456,2000,1,0,4,71,72,44283,15613,541,1958,712,68,2576,1,1,7,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,6841,948,0,0,0,0,100,31,50,48,48,30,31,31,0,0,61,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
54005,2672,980,89,45,9999,0,0,395,0,0,0,4212,1663,0,0,63,2,2,2,1382,456,2000,1,0,4,73,72,41249,15101,354,1734,568,66,1444,0,0,4,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,6527,949,0,0,0,0,100,33,45,53,47,33,31,30,0,0,60,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
55004,2672,980,89,45,9999,0,0,508,0,0,0,4212,2139,0,0,63,2,2,2,1382,456,2000,1,0,4,72,72,41263,15059,302,1484,284,67,1061,0,0,3,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,8248,963,0,0,0,0,100,31,47,45,46,29,31,28,0,0,62,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
56005,2672,980,89,45,9999,0,0,709,0,0,0,4212,2986,0,0,63,2,2,2,1382,456,2000,1,0,4,73,72,42268,14937,350,1236,366,67,1585,1,0,4,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,8007,967,0,0,0,0,100,31,48,47,45,26,31,28,0,0,64,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
57005,2672,980,89,45,9999,0,0,527,0,0,0,4212,2219,0,0,63,2,2,2,1382,456,2000,1,0,4,73,72,41895,15095,320,1506,248,69,1419,0,0,3,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7938,955,0,0,0,0,100,32,50,50,47,32,32,30,0,0,67,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
58005,2672,980,89,45,9999,0,0,318,0,0,0,4212,1339,0,0,63,2,2,2,1382,456,2000,1,0,4,72,72,47890,15019,344,1274,376,68,1650,2,26,8,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,6669,956,0,0,0,0,100,32,50,49,47,31,32,31,0,0,63,0,0,0,0,0,0,13641,1142,962,0,884,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
59033,2694,981,89,45,9999,0,0,702,0,0,0,4215,2958,0,0,63,2,2,2,1382,456,2000,1,0,4,73,72,44759,15124,273,1638,399,67,1672,0,4,5,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7065,952,0,0,0,0,100,43,52,54,52,43,41,39,0,0,62,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
60006,2694,981,89,45,9999,0,0,523,0,0,0,4215,2204,0,0,63,2,2,2,1382,456,2000,1,0,4,71,72,43372,15360,361,1714,355,69,1681,1,18,2,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,9987,968,0,0,0,0,100,48,61,58,60,46,48,45,0,0,65,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
61005,2694,981,89,45,9999,0,0,342,0,0,0,4215,1441,0,0,63,2,2,3,1382,492,2000,1,0,4,71,72,51240,15195,313,1653,430,67,1780,1,40,6,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,9895,893,0,0,0,0,100,29,52,49,50,29,29,27,0,0,69,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
62005,2694,981,89,45,9999,0,0,712,0,0,0,4215,3001,0,0,63,2,2,2,1382,492,2000,1,0,4,72,72,43101,15170,311,1435,315,70,1411,0,0,3,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,8268,952,0,0,0,0,100,31,50,47,48,31,27,29,0,0,71,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
63005,2694,981,89,45,9999,0,0,780,0,0,0,4215,3287,0,0,63,2,2,2,1382,492,2000,1,0,4,72,72,48215,14998,307,1394,353,67,1486,0,28,7,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,8128,970,0,0,0,0,100,30,51,55,51,29,30,26,0,0,69,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
64005,2694,981,89,45,9999,0,0,907,0,0,0,4215,3823,0,0,63,2,2,4,1382,492,2000,1,0,4,71,72,49774,15059,373,1287,355,68,1702,1,15,7,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,8556,876,0,0,0,0,100,30,43,48,43,30,27,27,0,0,70,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
65006,2694,981,89,45,9999,0,0,472,0,0,0,4215,1989,0,0,63,2,2,3,1382,492,2000,1,0,4,71,72,46157,15353,586,1541,453,67,1050,0,30,2,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,9277,910,0,0,0,0,100,33,47,43,48,32,33,30,0,0,73,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
66006,2694,981,89,45,9999,0,0,694,0,0,0,4215,2925,0,0,63,2,2,4,1382,492,2000,1,0,4,70,72,48795,15201,321,1329,417,67,1533,0,25,6,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7191,850,0,0,0,0,100,31,46,47,43,29,30,31,0,0,67,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
67006,2694,981,89,45,9999,0,0,418,0,0,0,4215,1761,0,0,63,2,2,4,1382,492,2000,1,0,4,73,72,41212,15024,333,1440,351,68,1185,0,0,2,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,10353,903,0,0,0,0,100,36,45,48,47,32,36,32,0,0,68,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
68006,2694,981,89,45,9999,0,0,361,0,0,0,4215,1521,0,0,63,2,2,3,1382,492,2000,1,0,4,70,72,48039,15172,346,1571,451,66,1660,1,24,8,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,6964,880,0,0,0,0,100,30,43,46,44,30,28,27,0,0,64,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
69006,2694,981,89,45,9999,0,0,519,0,0,0,4193,2176,0,0,63,2,2,3,1382,492,2000,1,0,4,72,72,43687,15100,380,1513,340,66,1494,1,2,6,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,8738,922,0,0,0,0,100,31,41,45,41,31,30,30,0,0,69,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
70007,2694,981,89,45,9999,0,0,440,0,0,0,4193,1844,0,0,63,2,2,2,1382,492,2000,1,0,4,71,72,47791,15309,373,1435,353,67,1828,0,22,4,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,8442,982,0,0,0,0,100,30,44,49,47,30,28,30,0,0,71,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
71006,2694,981,89,45,9999,0,0,398,0,0,0,4193,1668,0,0,63,2,2,4,1382,492,2000,1,0,4,70,72,52493,15547,290,1806,552,67,1963,0,46,6,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,7933,853,0,0,0,0,100,31,41,44,44,31,28,28,0,0,66,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
72006,2694,981,89,45,9999,0,0,470,0,0,0,4193,1970,0,0,63,2,2,3,1382,492,2000,1,0,4,73,72,40857,15376,356,1909,260,67,1191,0,0,3,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,9437,904,0,0,0,0,100,32,46,45,46,32,31,31,0,0,67,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
73006,2694,981,89,45,9999,0,0,296,0,0,0,4193,1241,0,0,63,2,2,3,1382,492,2000,1,0,4,72,72,48721,14951,305,1156,338,67,1305,0,18,9,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,8901,899,0,0,0,0,100,34,48,47,48,34,33,30,0,0,72,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
74007,2694,981,89,45,9999,0,0,573,0,0,0,4193,2402,0,0,63,2,2,3,1382,492,2000,1,0,4,71,72,45030,15036,320,1086,376,76,1386,0,3,6,0,2,0,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,8371,916,0,0,0,0,100,31,48,44,48,30,31,31,0,0,71,0,0,0,0,0,0,13641,1143,963,0,885,78,253,253,100,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
