Time Stamp,available_memory_MB,app_pss_MB,battery_level_percentage,battery_temperature_celcius,battery_current_now_milliamps,power_count_neg,power_count_pos,power_current,power_current_neg,power_current_pos,power_level_state,power_voltage,power_wattage,power_wattage_neg,power_wattage_pos,iad_millimeter,shader_hitches,cpu_level,gpu_level,cpu_frequency_MHz,gpu_frequency_MHz,mem_frequency_MHz,minimum_vsyncs,extra_latency_mode,phase_sync_mode,average_frame_rate,display_refresh_rate,average_prediction_microseconds,icfl_mean_microseconds,icfl_stdev_microseconds,slice_headroom_mean_microseconds,slice_headroom_stdev_microseconds,slice_gpu_start_delay_min_microseconds,slice_gpu_start_delay_max_microseconds,screen_tear_count,early_frame_count,stale_frame_count,direct_render_frame_count,total_layer_count,merged_layer_count,maximum_rotational_speed_degrees_per_second,eye_texture_scale_factor,foveation_mode,foveation_level,dynamic_foveation_enabled,eye_tracked_foveation_latency_milliseconds,symmetric_fov,eye_buffer_width,eye_buffer_height,swap_chain_width,swap_chain_height,front_buffer_width,front_buffer_height,app_gpu_time_microseconds,timewarp_gpu_time_microseconds,guardian_gpu_time_microseconds,local_dimming_enabled,cabc_enabled,temporal_dimming_enabled,temporal_dimming_gain,cpu_utilization_percentage,cpu_utilization_percentage_core0,cpu_utilization_percentage_core1,cpu_utilization_percentage_core2,cpu_utilization_percentage_core3,cpu_utilization_percentage_core4,cpu_utilization_percentage_core5,cpu_utilization_percentage_core6,cpu_utilization_percentage_core7,gpu_utilization_percentage,spacewarp_motion_vector_type,spacewarped_frames_per_second,extrapolation_factor_mean,extrapolation_factor_rms,data_extrapolation_factor_mean,data_extrapolation_factor_rms,app_vss_MB,app_rss_MB,app_uss_MB,app_dalvik_pss_MB,app_private_dirty_MB,app_private_clean_MB,app_gpu_physical_MB,app_gpu_virtual_MB,app_gpu_allocated_percentage,stale_frames_consecutive,max_repeated_frames,skipped_frames,face_tracking_overall_latency_milliseconds,face_tracking_processing_latency_milliseconds,face_tracking_frame_to_frame_latency_milliseconds,face_tracking_frames_dropped,face_tracking_frames_per_second,eye_tracking_overall_latency_milliseconds,eye_tracking_processing_latency_milliseconds,eye_tracking_frame_to_frame_latency_milliseconds,eye_tracking_frames_dropped,eye_tracking_frames_per_second,hand_tracking_overall_latency_milliseconds,hand_tracking_processing_latency_milliseconds,hand_tracking_frame_to_frame_latency_milliseconds,hand_tracking_frames_dropped,hand_tracking_frames_per_second,dynres_recommendation_percentage,dynres_recommendation_width,dynres_recommendation_height,app_frame_throttle,avg_vertices_per_frame,avg_fill_percentage,avg_inst_per_frag,avg_inst_per_vert,avg_frag_inst_per_pixel,avg_vert_inst_per_pixel,avg_textures_per_frag,percent_time_shading_frags,percent_time_shading_verts,percent_time_compute,percent_vertex_fetch_stall,percent_texture_fetch_stall,percent_texture_l1_miss,percent_texture_l2_miss,percent_texture_nearest_filtered,percent_texture_linear_filtered,percent_texture_anisotropic_filtered,vrshell_average_frame_rate,vrshell_gpu_time_microseconds,vrshell_and_guardian_gpu_time_microseconds,render_scale
117010,3424,504,96,40,9999,0,0,779,0,0,0,4285,3338,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36528,14988,332,688,136,67,217,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3331,2265,0,0,0,0,100,51,63,63,69,51,46,44,0,0,41,0,0,0,0,0,0,12668,686,488,0,405,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
118010,3424,504,96,40,9999,0,0,801,0,0,0,4276,3425,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36799,15136,319,844,172,67,584,1,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3143,2263,0,0,0,0,100,45,58,59,61,45,44,43,0,0,41,0,0,0,0,0,0,12668,686,488,0,405,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
119035,3409,505,96,40,9999,0,0,661,0,0,0,4276,2826,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36860,15074,325,839,144,66,371,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3335,2247,0,0,0,0,100,43,55,55,60,43,41,40,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
120010,3409,505,96,40,9999,0,0,776,0,0,0,4276,3318,0,0,62,2,2,2,1382,456,2000,1,0,4,72,72,36766,14970,326,697,108,67,209,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3270,2278,0,0,0,0,100,51,64,66,70,51,48,47,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
121010,3409,505,96,40,9999,0,0,1066,0,0,0,4276,4558,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36779,14931,314,654,103,67,220,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3261,2353,0,0,0,0,100,49,59,58,62,45,49,49,0,0,42,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
122010,3409,505,96,40,9999,0,0,1095,0,0,0,4276,4682,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36669,14881,331,605,93,67,216,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3217,2224,0,0,0,0,100,40,54,53,59,40,37,36,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
123010,3409,505,96,40,9999,0,0,511,0,0,0,4276,2185,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36474,14870,328,606,207,67,565,1,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3152,2282,0,0,0,0,100,53,66,64,71,53,46,46,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
124010,3409,505,96,40,9999,0,0,949,0,0,0,4276,4057,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36535,14954,301,758,245,67,221,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3217,2243,0,0,0,0,100,45,59,56,64,45,43,44,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
125010,3409,505,96,40,9999,0,0,790,0,0,0,4276,3378,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36301,14912,321,645,187,67,193,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3229,2274,0,0,0,0,100,51,60,61,66,51,49,48,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
126010,3409,505,96,40,9999,0,0,595,0,0,0,4276,2544,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36516,14968,365,652,125,67,230,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3223,2327,0,0,0,0,100,63,72,71,76,63,56,56,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
127010,3409,505,96,40,9999,0,0,944,0,0,0,4276,4036,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36903,15099,301,774,161,67,327,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3199,2298,0,0,0,0,100,47,56,57,64,47,46,45,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
128010,3409,505,96,40,9999,0,0,1013,0,0,0,4264,4319,0,0,62,2,2,2,1382,456,2000,1,0,4,72,72,37045,15222,298,857,211,68,616,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3262,2271,0,0,0,0,100,43,58,56,63,41,43,40,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
129011,3409,505,96,40,9999,0,0,641,0,0,0,4264,2733,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36836,15144,284,794,171,68,561,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3272,2226,0,0,0,0,100,55,65,66,72,55,50,49,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
130012,3409,505,96,40,9999,0,0,748,0,0,0,4264,3189,0,0,62,2,2,2,1382,456,2000,1,0,4,72,72,36723,14992,327,776,139,67,417,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3274,2285,0,0,0,0,100,44,56,56,63,44,43,44,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
131011,3409,505,96,40,9999,0,0,999,0,0,0,4264,4259,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36703,14971,327,708,150,67,395,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3173,2333,0,0,0,0,100,45,56,56,63,42,45,42,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
132011,3409,505,96,40,9999,0,0,651,0,0,0,4264,2775,0,0,62,2,2,2,1382,456,2000,1,0,4,72,72,36727,15202,318,852,163,67,616,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3083,2198,0,0,0,0,100,51,65,65,72,51,45,44,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
133012,3409,505,96,40,9999,0,0,718,0,0,0,4264,3061,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36856,15271,327,944,185,67,621,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3120,2282,0,0,0,0,100,44,55,57,61,42,43,44,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
134013,3409,505,96,40,9999,0,0,1196,0,0,0,4264,5099,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36711,15123,328,864,119,67,195,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3394,2250,0,0,0,0,100,42,60,59,63,42,41,40,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
135011,3409,505,96,40,9999,0,0,1018,0,0,0,4264,4340,0,0,62,2,3,2,1382,456,2000,1,0,4,72,72,36322,15041,311,764,159,68,237,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3266,2269,0,0,0,0,100,61,70,68,73,61,58,57,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
136011,3409,505,96,40,9999,0,0,743,0,0,0,4264,3168,0,0,62,2,2,2,1382,456,2000,1,0,4,72,72,36736,15057,322,809,157,66,423,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3190,2333,0,0,0,0,100,53,62,61,66,53,50,48,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
137012,3409,505,96,40,9999,0,0,1104,0,0,0,4264,4707,0,0,62,2,2,2,1382,456,2000,1,0,4,72,72,36816,15080,334,833,163,66,623,1,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3192,2312,0,0,0,0,100,41,57,55,63,38,39,41,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
138011,3409,505,96,40,9999,0,0,779,0,0,0,4272,3327,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36792,15141,306,899,201,67,317,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3121,2272,0,0,0,0,100,53,70,69,75,53,51,50,0,0,41,0,0,0,0,0,0,12668,686,489,0,406,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
139037,3432,506,96,40,9999,0,0,617,0,0,0,4272,2635,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36792,15077,312,885,226,66,354,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3325,2247,0,0,0,0,100,45,61,58,64,43,45,42,0,0,42,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
140011,3432,506,96,40,9999,0,0,1023,0,0,0,4272,4370,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36819,15136,319,851,116,67,357,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3212,2292,0,0,0,0,100,41,58,58,65,41,38,40,0,0,41,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
141012,3432,506,96,40,9999,0,0,737,0,0,0,4272,3148,0,0,62,2,2,2,1382,456,2000,1,0,4,72,72,36740,15307,386,998,264,67,584,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3179,2352,0,0,0,0,100,43,58,57,62,43,43,43,0,0,41,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
142012,3432,506,96,40,9999,0,0,514,0,0,0,4272,2195,0,0,62,2,2,2,1382,456,2000,1,0,4,72,72,37030,15334,297,977,166,67,512,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3214,2239,0,0,0,0,100,43,59,57,62,41,43,43,0,0,42,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
143012,3432,506,96,40,9999,0,0,908,0,0,0,4272,3878,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36962,15189,315,858,151,67,558,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3241,2268,0,0,0,0,100,39,60,57,64,38,37,39,0,0,41,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
144012,3432,506,96,40,9999,0,0,790,0,0,0,4272,3374,0,0,62,2,2,2,1382,456,2000,1,0,4,72,72,37032,15206,293,855,184,66,591,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3365,2256,0,0,0,0,100,47,57,58,64,45,45,47,0,0,42,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
145012,3432,506,96,40,9999,0,0,751,0,0,0,4272,3208,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36892,15159,331,880,172,66,502,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3285,2295,0,0,0,0,100,39,62,56,63,38,39,38,0,0,42,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
146012,3432,506,96,40,9999,0,0,1101,0,0,0,4272,4703,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36607,15257,321,915,168,67,633,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3176,2377,0,0,0,0,100,56,67,67,74,56,55,52,0,0,42,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
147012,3432,506,96,40,9999,0,0,1089,0,0,0,4272,4652,0,0,62,2,2,2,1382,456,2000,1,0,4,72,72,36796,15157,348,901,123,67,563,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3182,2264,0,0,0,0,100,44,57,53,62,44,44,43,0,0,41,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
148012,3432,506,96,40,9999,0,0,665,0,0,0,4280,2846,0,0,62,2,2,2,1382,456,2000,1,0,4,72,72,36652,15139,317,848,120,67,505,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3236,2263,0,0,0,0,100,42,57,56,62,40,42,40,0,0,41,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
149012,3432,506,96,40,9999,0,0,891,0,0,0,4280,3813,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36643,15085,329,795,132,67,392,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3278,2232,0,0,0,0,100,41,54,55,60,41,39,36,0,0,41,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
150012,3432,506,96,40,9999,0,0,869,0,0,0,4278,3717,0,0,62,2,2,2,1382,456,2000,1,0,4,72,72,36811,15083,325,788,143,67,607,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3297,2280,0,0,0,0,100,45,56,57,60,41,44,45,0,0,42,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
151012,3432,506,96,40,9999,0,0,774,0,0,0,4278,3311,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36863,15258,334,943,188,67,655,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3330,2351,0,0,0,0,100,41,57,57,65,41,41,38,0,0,42,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
152012,3432,506,96,40,9999,0,0,784,0,0,0,4278,3353,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36818,15234,321,900,119,66,337,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3148,2271,0,0,0,0,100,39,56,55,62,39,37,32,0,0,41,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
153012,3432,506,96,40,9999,0,0,525,0,0,0,4278,2245,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36620,15032,321,777,134,68,424,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3179,2266,0,0,0,0,100,44,60,56,66,43,44,40,0,0,41,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
154012,3432,506,96,40,9999,0,0,754,0,0,0,4278,3225,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36865,15072,329,770,122,68,609,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3353,2226,0,0,0,0,100,44,56,58,62,44,44,43,0,0,41,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
155013,3432,506,96,40,9999,0,0,698,0,0,0,4278,2986,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36905,15222,267,887,212,68,363,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3261,2270,0,0,0,0,100,40,55,54,62,37,40,37,0,0,41,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
156012,3432,506,96,40,9999,0,0,785,0,0,0,4278,3358,0,0,62,2,3,2,1382,456,2000,1,0,4,72,72,36946,15156,310,854,107,67,474,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3274,2340,0,0,0,0,100,57,63,61,69,57,54,54,0,0,41,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
157013,3432,506,96,40,9999,0,0,1081,0,0,0,4278,4624,0,0,62,2,2,2,1382,456,2000,1,0,4,72,72,36694,15012,355,771,156,67,203,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3252,2270,0,0,0,0,100,39,56,55,61,39,38,38,0,0,41,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
158013,3432,506,96,40,9999,0,0,554,0,0,0,4285,2373,0,0,62,2,2,2,1382,456,2000,1,0,4,72,72,36653,15005,315,747,192,67,225,1,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3121,2263,0,0,0,0,100,40,54,53,59,40,40,39,0,0,41,0,0,0,0,0,0,12668,687,489,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
159038,3425,506,96,40,9999,0,0,1088,0,0,0,4285,4662,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36878,15011,345,745,125,67,502,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3245,2230,0,0,0,0,100,43,55,54,62,41,42,43,0,0,41,0,0,0,0,0,0,12668,687,490,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
160013,3425,506,96,40,9999,0,0,871,0,0,0,4285,3732,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36799,15086,306,767,144,67,215,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3285,2264,0,0,0,0,100,43,56,54,58,43,42,42,0,0,41,0,0,0,0,0,0,12668,687,490,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
161013,3425,506,96,40,9999,0,0,693,0,0,0,4285,2969,0,0,62,2,2,2,1382,456,2000,1,0,4,73,72,36736,14965,317,690,103,67,291,0,0,0,0,4,2,0,10,0,0,0,0,0,1680,1760,1680,1760,4128,2208,3251,2338,0,0,0,0,100,38,52,52,62,38,38,37,0,0,41,0,0,0,0,0,0,12668,687,490,0,407,82,137,137,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
