t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784684269397,1002,NoFilter,P,58,traffic_light,0.500,2.500,2.000,hit,0.501,1.255
1784684270556,1002,NoFilter,P,0,traffic_light,0.000,2.500,2.500,hit,1.001,1.094
1784684281740,1002,NoFilter,B,2,traffic_light,10.500,14.000,3.500,hit,1.679,1.244
1784684292320,1002,NoFilter,B,3,person,20.500,22.000,1.500,miss,,
1784684302344,1002,NoFilter,B,4,person,28.000,32.000,4.000,miss,,
1784684303339,1002,NoFilter,B,59,person,20.000,33.000,13.000,miss,,
1784684333323,1002,NoFilter,B,62,person,56.500,63.000,6.500,miss,,
1784684352844,1002,NoFilter,B,64,person,73.500,113.000,39.500,hit,9.783,2.295
1784684353320,1002,NoFilter,B,10,person,81.500,83.000,1.500,miss,,
1784684354033,1002,NoFilter,B,63,person,68.000,114.500,46.500,hit,16.451,2.455
1784684356348,1002,NoFilter,B,5,person,55.500,145.000,89.500,hit,31.287,2.002
1784684377339,1002,NoFilter,B,13,person,104.500,107.000,2.500,miss,,
1784684377923,1002,NoFilter,B,-1,,,,,false_alarm,,
1784684379409,1002,NoFilter,B,-1,,,,,false_alarm,,
1784684384463,1002,NoFilter,B,14,person,113.000,115.500,2.500,hit,1.881,3.967
1784684389313,1002,NoFilter,B,66,person,113.500,119.000,5.500,miss,,
1784684422313,1002,NoFilter,B,67,traffic_light,151.000,152.000,1.000,miss,,
1784684425486,1002,NoFilter,B,20,person,154.000,166.000,12.000,hit,1.922,7.579
1784684438323,1002,NoFilter,B,68,traffic_light,167.500,168.500,1.000,hit,1.235,8.673
1784684446839,1002,NoFilter,B,22,person,175.500,176.500,1.000,miss,,
1784684448846,1002,NoFilter,B,23,person,176.500,178.500,2.000,miss,,
1784684460796,1002,NoFilter,B,25,traffic_light,190.000,193.000,3.000,hit,1.224,2.470
1784684478339,1002,NoFilter,B,27,traffic_light,206.000,208.000,2.000,miss,,
1784684479339,1002,NoFilter,B,72,person,206.500,209.000,2.500,miss,,
1784684505200,1002,NoFilter,B,28,traffic_light,209.000,253.000,44.000,hit,26.635,1.228
1784684526823,1002,NoFilter,B,-1,,,,,false_alarm,,
1784684535839,1002,NoFilter,B,32,traffic_light,264.000,265.500,1.500,miss,,
1784684535839,1002,NoFilter,B,73,traffic_light,263.000,265.500,2.500,miss,,
1784684543053,1002,NoFilter,B,33,person,270.500,273.500,3.000,hit,2.973,1.151
1784684546837,1002,NoFilter,B,74,person,264.500,276.500,12.000,miss,,
1784684563824,1002,NoFilter,B,37,traffic_light,291.000,293.500,2.500,miss,,
1784684569270,1002,NoFilter,B,38,traffic_light,298.500,301.500,3.000,hit,1.199,3.117
1784684572340,1002,NoFilter,B,39,traffic_light,301.000,302.000,1.000,miss,,
1784684584846,1002,NoFilter,B,40,traffic_light,313.500,314.500,1.000,miss,,
1784684585978,1002,NoFilter,B,41,traffic_light,315.000,316.000,1.000,hit,1.416,2.779
1784684615344,1002,NoFilter,B,42,person,325.000,345.000,20.000,miss,,
1784684634922,1002,NoFilter,B,46,person,364.000,418.000,54.000,hit,1.332,3.340
1784684674323,1002,NoFilter,B,47,person,401.000,410.000,9.000,hit,3.738,6.716
1784684679151,1002,NoFilter,B,48,person,405.000,417.000,12.000,hit,4.576,3.593
1784684727172,1002,NoFilter,B,50,traffic_light,456.500,458.000,1.500,hit,1.090,1.717
1784684731040,1002,NoFilter,B,51,person,459.000,470.000,11.000,hit,2.461,1.372
1784684753616,1002,NoFilter,B,54,person,481.500,487.000,5.500,hit,2.550,4.260
1784684766035,1002,NoFilter,B,55,person,494.000,502.500,8.500,hit,2.463,1.272
1784684766184,1002,NoFilter,B,56,person,495.500,498.000,2.500,hit,1.096,2.646
1784684771333,1002,NoFilter,B,57,traffic_light,499.500,501.000,1.500,miss,,
