t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784728575513,1003,Filter,P,0,traffic_light,0.000,2.500,2.500,hit,1.001,1.369
1784728576631,1003,Filter,P,58,traffic_light,0.500,2.500,2.000,hit,0.501,0.896
1784728583452,1003,Filter,A,1,traffic_light,6.500,23.000,16.500,hit,1.308,2.028
1784728607310,1003,Filter,A,60,person,21.500,32.000,10.500,hit,10.165,6.028
1784728633907,1003,Filter,A,61,person,56.500,57.500,1.000,miss,,
1784728639278,1003,Filter,A,6,person,61.000,68.000,7.000,hit,2.630,2.637
1784728641013,1003,Filter,A,7,person,62.000,66.000,4.000,hit,3.365,2.185
1784728647570,1003,Filter,A,8,traffic_light,67.000,77.500,10.500,hit,4.905,3.138
1784728658423,1003,Filter,A,9,traffic_light,81.000,82.000,1.000,miss,,
1784728660278,1003,Filter,A,11,person,82.500,115.000,32.500,hit,2.118,1.513
1784728661869,1003,Filter,A,12,person,85.000,113.000,28.000,hit,1.219,1.702
1784728690474,1003,Filter,A,-1,,,,,false_alarm,,
1784728691018,1003,Filter,A,65,person,113.000,116.000,3.000,hit,2.349,5.254
1784728707274,1003,Filter,A,15,person,130.500,131.500,1.000,hit,1.132,3.777
1784728714923,1003,Filter,A,16,traffic_light,137.000,138.500,1.500,miss,,
1784728715662,1003,Filter,A,17,traffic_light,137.500,140.500,3.000,hit,2.507,5.665
1784728720537,1003,Filter,A,18,person,143.500,154.500,11.000,hit,1.378,0.964
1784728724106,1003,Filter,A,19,person,145.500,154.000,8.500,hit,2.948,4.275
1784728744820,1003,Filter,A,21,person,166.500,174.000,7.500,hit,2.669,1.621
1784728754929,1003,Filter,A,69,person,177.000,178.500,1.500,miss,,
1784728759309,1003,Filter,A,24,person,182.500,184.500,2.000,hit,1.150,2.765
1784728759791,1003,Filter,A,70,person,180.000,186.000,6.000,hit,4.151,7.705
1784728779129,1003,Filter,A,26,traffic_light,202.000,255.000,53.000,hit,1.470,2.060
1784728780589,1003,Filter,A,71,person,203.500,264.500,61.000,hit,1.438,1.110
1784728794527,1003,Filter,A,29,person,217.000,220.000,3.000,hit,1.885,0.944
1784728829103,1003,Filter,A,-1,,,,,false_alarm,,
1784728829832,1003,Filter,A,30,person,250.500,257.500,7.000,hit,3.687,2.519
1784728835206,1003,Filter,A,31,person,258.500,269.500,11.000,hit,1.059,1.037
1784728849526,1003,Filter,A,34,traffic_light,272.000,274.500,2.500,hit,1.874,0.882
1784728858461,1003,Filter,A,35,person,280.500,305.500,25.000,hit,2.316,0.549
1784728860899,1003,Filter,A,36,traffic_light,281.000,284.500,3.500,miss,,
1784728861402,1003,Filter,A,75,traffic_light,281.500,285.000,3.500,miss,,
1784728884324,1003,Filter,A,76,traffic_light,307.000,309.000,2.000,hit,1.675,2.598
1784728924661,1003,Filter,A,43,person,347.500,351.500,4.000,hit,1.515,0.866
1784728940672,1003,Filter,A,44,person,362.000,418.500,56.500,hit,3.031,9.633
1784728974457,1003,Filter,A,45,traffic_light,363.500,417.000,53.500,hit,35.298,1.248
1784728978512,1003,Filter,A,77,person,401.000,408.500,7.500,hit,1.869,1.302
1784729002905,1003,Filter,A,49,traffic_light,425.500,426.500,1.000,miss,,
1784729033330,1003,Filter,A,78,person,456.500,461.000,4.500,hit,1.191,1.256
1784729034400,1003,Filter,A,79,traffic_light,457.000,458.000,1.000,miss,,
1784729041016,1003,Filter,A,52,person,464.000,469.500,5.500,hit,1.365,1.181
1784729042911,1003,Filter,A,53,traffic_light,464.500,466.500,2.000,miss,,
1784729072343,1003,Filter,A,80,person,494.500,509.500,15.000,hit,2.196,1.273
1784729074404,1003,Filter,A,81,person,497.000,498.000,1.000,miss,,
