t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784736651320,2,NoFilter,P,0,traffic_light,0.000,2.500,2.500,hit,1.001,0.542
1784736654035,2,NoFilter,P,58,traffic_light,0.500,2.500,2.000,hit,0.501,0.452
1784736665276,2,NoFilter,B,2,traffic_light,10.500,14.000,3.500,hit,1.712,0.813
1784736675802,2,NoFilter,B,3,person,20.500,22.000,1.500,miss,,
1784736682332,2,NoFilter,B,4,person,28.000,32.000,4.000,hit,1.263,9.620
1784736686815,2,NoFilter,B,59,person,20.000,33.000,13.000,miss,,
1784736716802,2,NoFilter,B,62,person,56.500,63.000,6.500,miss,,
1784736726535,2,NoFilter,B,63,person,68.000,114.500,46.500,hit,5.473,4.186
1784736727599,2,NoFilter,B,5,person,55.500,145.000,89.500,hit,19.041,1.629
1784736728716,2,NoFilter,B,64,person,73.500,113.000,39.500,hit,2.176,1.571
1784736735716,2,NoFilter,B,10,person,81.500,83.000,1.500,hit,1.149,1.940
1784736760355,2,NoFilter,B,13,person,104.500,107.000,2.500,hit,2.807,1.580
1784736767744,2,NoFilter,B,14,person,113.000,115.500,2.500,hit,1.681,2.008
1784736767812,2,NoFilter,B,-1,,,,,false_alarm,,
1784736768713,2,NoFilter,B,66,person,113.500,119.000,5.500,hit,2.149,1.616
1784736805801,2,NoFilter,B,67,traffic_light,151.000,152.000,1.000,miss,,
1784736808134,2,NoFilter,B,20,person,154.000,166.000,12.000,hit,1.088,1.289
1784736822310,2,NoFilter,B,68,traffic_light,167.500,168.500,1.000,miss,,
1784736830328,2,NoFilter,B,22,person,175.500,176.500,1.000,miss,,
1784736832328,2,NoFilter,B,23,person,176.500,178.500,2.000,miss,,
1784736846803,2,NoFilter,B,25,traffic_light,190.000,193.000,3.000,miss,,
1784736861815,2,NoFilter,B,27,traffic_light,206.000,208.000,2.000,miss,,
1784736862819,2,NoFilter,B,72,person,206.500,209.000,2.500,miss,,
1784736864219,2,NoFilter,B,28,traffic_light,209.000,253.000,44.000,hit,2.178,2.282
1784736919316,2,NoFilter,B,32,traffic_light,264.000,265.500,1.500,miss,,
1784736919316,2,NoFilter,B,73,traffic_light,263.000,265.500,2.500,miss,,
1784736923426,2,NoFilter,B,74,person,264.500,276.500,12.000,hit,5.870,1.618
1784736925466,2,NoFilter,B,33,person,270.500,273.500,3.000,hit,1.905,0.925
1784736947312,2,NoFilter,B,37,traffic_light,291.000,293.500,2.500,miss,,
1784736955311,2,NoFilter,B,38,traffic_light,298.500,301.500,3.000,miss,,
1784736955815,2,NoFilter,B,39,traffic_light,301.000,302.000,1.000,miss,,
1784736968328,2,NoFilter,B,40,traffic_light,313.500,314.500,1.000,miss,,
1784736969829,2,NoFilter,B,41,traffic_light,315.000,316.000,1.000,miss,,
1784736980189,2,NoFilter,B,42,person,325.000,345.000,20.000,hit,2.127,1.066
1784737018952,2,NoFilter,B,46,person,364.000,418.000,54.000,hit,1.899,1.023
1784737056762,2,NoFilter,B,47,person,401.000,410.000,9.000,hit,2.703,1.707
1784737061327,2,NoFilter,B,48,person,405.000,417.000,12.000,hit,3.275,2.045
1784737111802,2,NoFilter,B,50,traffic_light,456.500,458.000,1.500,miss,,
1784737113551,2,NoFilter,B,51,person,459.000,470.000,11.000,hit,1.493,0.998
1784737135674,2,NoFilter,B,54,person,481.500,487.000,5.500,hit,1.115,2.099
1784737148564,2,NoFilter,B,55,person,494.000,502.500,8.500,hit,1.495,0.953
1784737149925,2,NoFilter,B,56,person,495.500,498.000,2.500,hit,1.363,0.403
1784737154812,2,NoFilter,B,57,traffic_light,499.500,501.000,1.500,miss,,
