t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784469940068,1,BASELINE,A,3,person,20.500,22.000,1.500,miss,,
1784469981396,1,BASELINE,A,7,person,62.000,66.000,4.000,hit,2.064,2.181
1784469986566,1,BASELINE,A,8,traffic_light,67.000,77.500,10.500,hit,2.236,0.805
1784469999842,1,BASELINE,A,9,traffic_light,81.000,82.000,1.000,hit,1.516,0.577
1784470002177,1,BASELINE,A,11,person,82.500,115.000,32.500,hit,2.351,1.991
1784470003456,1,BASELINE,A,12,person,85.000,113.000,28.000,hit,1.153,1.096
1784470031687,1,BASELINE,A,-1,,,,,false_alarm,,
1784470032176,1,BASELINE,A,14,person,113.000,115.500,2.500,hit,1.848,2.598
1784470056106,1,BASELINE,A,17,traffic_light,137.500,140.500,3.000,hit,1.272,3.503
1784470061759,1,BASELINE,A,18,person,143.500,154.500,11.000,hit,0.944,2.735
1784470085954,1,BASELINE,A,21,person,166.500,174.000,7.500,hit,2.135,0.458
1784470094580,1,BASELINE,A,22,person,175.500,176.500,1.000,miss,,
1784470096066,1,BASELINE,A,23,person,176.500,178.500,2.000,hit,2.245,5.187
1784470102452,1,BASELINE,A,-1,,,,,false_alarm,,
1784470102562,1,BASELINE,A,24,person,182.500,184.500,2.000,miss,,
1784470126090,1,BASELINE,A,27,traffic_light,206.000,208.000,2.000,miss,,
1784470126189,1,BASELINE,A,-1,,,,,false_alarm,,
1784470128482,1,BASELINE,A,28,traffic_light,209.000,253.000,44.000,hit,2.178,0.565
1784470135511,1,BASELINE,A,29,person,217.000,220.000,3.000,hit,1.185,1.324
1784470171188,1,BASELINE,A,30,person,250.500,257.500,7.000,hit,3.354,1.754
1784470183079,1,BASELINE,A,32,traffic_light,264.000,265.500,1.500,hit,1.766,3.869
1784470189052,1,BASELINE,A,33,person,270.500,273.500,3.000,hit,1.238,1.380
1784470199794,1,BASELINE,A,35,person,280.500,305.500,25.000,hit,1.982,0.712
1784470202566,1,BASELINE,A,36,traffic_light,281.000,284.500,3.500,miss,,
1784470216977,1,BASELINE,A,38,traffic_light,298.500,301.500,3.000,hit,1.166,1.454
1784470233275,1,BASELINE,A,41,traffic_light,315.000,316.000,1.000,hit,0.949,1.688
1784470283218,1,BASELINE,A,45,traffic_light,363.500,417.000,53.500,hit,2.399,1.377
1784470284566,1,BASELINE,A,44,person,362.000,418.500,56.500,hit,5.234,2.471
1784470375218,1,BASELINE,A,50,traffic_light,456.500,458.000,1.500,hit,1.391,0.933
1784470377830,1,BASELINE,A,51,person,459.000,470.000,11.000,hit,1.527,0.907
1784470382580,1,BASELINE,A,52,person,464.000,469.500,5.500,hit,1.265,0.232
1784470419078,1,BASELINE,A,57,traffic_light,499.500,501.000,1.500,miss,,
