t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784682984982,1001,Filter,P,0,traffic_light,0.000,2.500,2.500,hit,1.001,0.888
1784682986161,1001,Filter,P,58,traffic_light,0.500,2.500,2.000,hit,0.501,1.716
1784682997702,1001,Filter,B,2,traffic_light,10.500,14.000,3.500,hit,2.013,1.627
1784683007927,1001,Filter,B,3,person,20.500,22.000,1.500,miss,,
1784683017941,1001,Filter,B,4,person,28.000,32.000,4.000,miss,,
1784683018941,1001,Filter,B,59,person,20.000,33.000,13.000,miss,,
1784683048928,1001,Filter,B,62,person,56.500,63.000,6.500,miss,,
1784683068593,1001,Filter,B,10,person,81.500,83.000,1.500,hit,1.917,3.154
1784683092227,1001,Filter,B,13,person,104.500,107.000,2.500,hit,2.540,1.209
1784683098951,1001,Filter,B,64,person,73.500,113.000,39.500,miss,,
1784683100455,1001,Filter,B,63,person,68.000,114.500,46.500,miss,,
1784683101454,1001,Filter,B,14,person,113.000,115.500,2.500,miss,,
1784683104927,1001,Filter,B,66,person,113.500,119.000,5.500,miss,,
1784683130954,1001,Filter,B,5,person,55.500,145.000,89.500,miss,,
1784683137925,1001,Filter,B,67,traffic_light,151.000,152.000,1.000,miss,,
1784683141262,1001,Filter,B,20,person,154.000,166.000,12.000,hit,2.089,8.434
1784683154434,1001,Filter,B,68,traffic_light,167.500,168.500,1.000,miss,,
1784683162440,1001,Filter,B,22,person,175.500,176.500,1.000,miss,,
1784683164446,1001,Filter,B,23,person,176.500,178.500,2.000,miss,,
1784683178927,1001,Filter,B,25,traffic_light,190.000,193.000,3.000,miss,,
1784683193949,1001,Filter,B,27,traffic_light,206.000,208.000,2.000,miss,,
1784683194942,1001,Filter,B,72,person,206.500,209.000,2.500,miss,,
1784683238923,1001,Filter,B,28,traffic_light,209.000,253.000,44.000,miss,,
1784683251430,1001,Filter,B,32,traffic_light,264.000,265.500,1.500,miss,,
1784683251430,1001,Filter,B,73,traffic_light,263.000,265.500,2.500,miss,,
1784683259439,1001,Filter,B,33,person,270.500,273.500,3.000,miss,,
1784683262442,1001,Filter,B,74,person,264.500,276.500,12.000,miss,,
1784683279427,1001,Filter,B,37,traffic_light,291.000,293.500,2.500,miss,,
1784683287439,1001,Filter,B,38,traffic_light,298.500,301.500,3.000,miss,,
1784683287940,1001,Filter,B,39,traffic_light,301.000,302.000,1.000,miss,,
1784683300061,1001,Filter,B,40,traffic_light,313.500,314.500,1.000,hit,1.381,8.943
1784683301956,1001,Filter,B,41,traffic_light,315.000,316.000,1.000,miss,,
1784683326425,1001,Filter,B,42,person,325.000,345.000,20.000,hit,16.241,2.231
1784683353743,1001,Filter,B,-1,,,,,false_alarm,,
1784683389298,1001,Filter,B,47,person,401.000,410.000,9.000,hit,3.137,0.876
1784683398688,1001,Filter,B,48,person,405.000,417.000,12.000,hit,8.513,0.954
1784683403914,1001,Filter,B,46,person,364.000,418.000,54.000,miss,,
1784683442909,1001,Filter,B,50,traffic_light,456.500,458.000,1.500,hit,1.224,1.947
1784683446441,1001,Filter,B,51,person,459.000,470.000,11.000,hit,2.261,1.168
1784683469897,1001,Filter,B,54,person,481.500,487.000,5.500,hit,3.218,3.949
1784683483373,1001,Filter,B,55,person,494.000,502.500,8.500,hit,4.198,1.903
1784683483677,1001,Filter,B,56,person,495.500,498.000,2.500,hit,2.998,0.795
1784683486940,1001,Filter,B,57,traffic_light,499.500,501.000,1.500,miss,,
