t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1786036036807,27,NoFilter,P,58,traffic_light,0.500,2.500,2.000,hit,0.501,0.586
1786036039441,27,NoFilter,P,0,traffic_light,0.000,2.500,2.500,hit,1.001,1.491
1786036048731,27,NoFilter,A,1,traffic_light,6.500,23.000,16.500,hit,3.777,3.777
1786036071223,27,NoFilter,A,60,person,21.500,32.000,10.500,miss,,
1786036096709,27,NoFilter,A,61,person,56.500,57.500,1.000,miss,,
1786036104212,27,NoFilter,A,7,person,62.000,66.000,4.000,hit,3.766,1.084
1786036104638,27,NoFilter,A,6,person,61.000,68.000,7.000,hit,5.166,1.572
1786036106902,27,NoFilter,A,8,traffic_light,67.000,77.500,10.500,hit,1.435,0.326
1786036120806,27,NoFilter,A,9,traffic_light,81.000,82.000,1.000,hit,1.349,1.941
1786036121874,27,NoFilter,A,-1,,,,,false_alarm,,
1786036123152,27,NoFilter,A,11,person,82.500,115.000,32.500,hit,2.185,5.165
1786036125951,27,NoFilter,A,12,person,85.000,113.000,28.000,hit,2.487,2.691
1786036153470,27,NoFilter,A,65,person,113.000,116.000,3.000,hit,2.015,5.485
1786036169757,27,NoFilter,A,15,person,130.500,131.500,1.000,hit,0.798,0.843
1786036177723,27,NoFilter,A,16,traffic_light,137.000,138.500,1.500,miss,,
1786036179733,27,NoFilter,A,17,traffic_light,137.500,140.500,3.000,miss,,
1786036182708,27,NoFilter,A,18,person,143.500,154.500,11.000,hit,0.744,0.573
1786036186958,27,NoFilter,A,19,person,145.500,154.000,8.500,hit,2.982,3.662
1786036207152,27,NoFilter,A,21,person,166.500,174.000,7.500,hit,2.202,0.425
1786036217737,27,NoFilter,A,69,person,177.000,178.500,1.500,miss,,
1786036221698,27,NoFilter,A,24,person,182.500,184.500,2.000,hit,0.750,1.134
1786036225199,27,NoFilter,A,70,person,180.000,186.000,6.000,miss,,
1786036242428,27,NoFilter,A,26,traffic_light,202.000,255.000,53.000,hit,1.970,0.346
1786036247347,27,NoFilter,A,71,person,203.500,264.500,61.000,hit,5.375,0.562
1786036256360,27,NoFilter,A,29,person,217.000,220.000,3.000,hit,0.884,2.082
1786036293347,27,NoFilter,A,30,person,250.500,257.500,7.000,hit,4.388,1.797
1786036297886,27,NoFilter,A,31,person,258.500,269.500,11.000,hit,0.926,1.694
1786036313724,27,NoFilter,A,34,traffic_light,272.000,274.500,2.500,miss,,
1786036319903,27,NoFilter,A,35,person,280.500,305.500,25.000,hit,0.948,2.439
1786036323709,27,NoFilter,A,36,traffic_light,281.000,284.500,3.500,miss,,
1786036324205,27,NoFilter,A,75,traffic_light,281.500,285.000,3.500,miss,,
1786036347127,27,NoFilter,A,76,traffic_light,307.000,309.000,2.000,hit,1.675,1.115
1786036387250,27,NoFilter,A,43,person,347.500,351.500,4.000,hit,1.282,1.935
1786036403525,27,NoFilter,A,44,person,362.000,418.500,56.500,hit,3.065,3.141
1786036415413,27,NoFilter,A,-1,,,,,false_alarm,,
1786036447723,27,NoFilter,A,77,person,401.000,408.500,7.500,miss,,
1786036456210,27,NoFilter,A,45,traffic_light,363.500,417.000,53.500,miss,,
1786036465708,27,NoFilter,A,49,traffic_light,425.500,426.500,1.000,miss,,
1786036495679,27,NoFilter,A,78,person,456.500,461.000,4.500,hit,0.723,0.309
1786036497216,27,NoFilter,A,79,traffic_light,457.000,458.000,1.000,miss,,
1786036503524,27,NoFilter,A,52,person,464.000,469.500,5.500,hit,1.065,0.956
1786036505721,27,NoFilter,A,53,traffic_light,464.500,466.500,2.000,miss,,
1786036535125,27,NoFilter,A,80,person,494.500,509.500,15.000,hit,2.163,1.984
1786036536971,27,NoFilter,A,81,person,497.000,498.000,1.000,hit,1.498,3.963
1786036546042,27,NoFilter,A,-1,,,,,false_alarm,,
