t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784471024550,1,BASELINE,A,3,person,20.500,22.000,1.500,miss,,
1784471068556,1,BASELINE,A,7,person,62.000,66.000,4.000,miss,,
1784471071578,1,BASELINE,A,8,traffic_light,67.000,77.500,10.500,hit,2.736,2.792
1784471084573,1,BASELINE,A,9,traffic_light,81.000,82.000,1.000,miss,,
1784471091728,1,BASELINE,A,12,person,85.000,113.000,28.000,hit,4.923,3.207
1784471092181,1,BASELINE,A,11,person,82.500,115.000,32.500,hit,7.890,1.970
1784471116489,1,BASELINE,A,-1,,,,,false_alarm,,
1784471116586,1,BASELINE,A,14,person,113.000,115.500,2.500,hit,1.781,7.269
1784471140530,1,BASELINE,A,-1,,,,,false_alarm,,
1784471141112,1,BASELINE,A,17,traffic_light,137.500,140.500,3.000,hit,1.806,1.555
1784471146499,1,BASELINE,A,18,person,143.500,154.500,11.000,hit,1.211,1.846
1784471171046,1,BASELINE,A,21,person,166.500,174.000,7.500,hit,2.736,1.743
1784471179071,1,BASELINE,A,22,person,175.500,176.500,1.000,miss,,
1784471181076,1,BASELINE,A,23,person,176.500,178.500,2.000,miss,,
1784471187044,1,BASELINE,A,24,person,182.500,184.500,2.000,miss,,
1784471210573,1,BASELINE,A,27,traffic_light,206.000,208.000,2.000,miss,,
1784471213398,1,BASELINE,A,28,traffic_light,209.000,253.000,44.000,hit,2.611,1.558
1784471222545,1,BASELINE,A,29,person,217.000,220.000,3.000,miss,,
1784471254781,1,BASELINE,A,30,person,250.500,257.500,7.000,hit,2.486,0.492
1784471268059,1,BASELINE,A,32,traffic_light,264.000,265.500,1.500,miss,,
1784471268254,1,BASELINE,A,-1,,,,,false_alarm,,
1784471273308,1,BASELINE,A,33,person,270.500,273.500,3.000,hit,1.005,9.697
1784471283585,1,BASELINE,A,35,person,280.500,305.500,25.000,hit,1.281,1.354
1784471284444,1,BASELINE,A,36,traffic_light,281.000,284.500,3.500,hit,1.649,2.359
1784471301500,1,BASELINE,A,38,traffic_light,298.500,301.500,3.000,hit,1.199,7.265
1784471303993,1,BASELINE,A,-1,,,,,false_alarm,,
1784471318333,1,BASELINE,A,41,traffic_light,315.000,316.000,1.000,hit,1.516,7.486
1784471366301,1,BASELINE,A,44,person,362.000,418.500,56.500,hit,2.497,2.297
1784471368066,1,BASELINE,A,45,traffic_light,363.500,417.000,53.500,hit,2.766,0.242
1784471460545,1,BASELINE,A,50,traffic_light,456.500,458.000,1.500,miss,,
1784471462156,1,BASELINE,A,51,person,459.000,470.000,11.000,hit,1.360,0.734
1784471466933,1,BASELINE,A,52,person,464.000,469.500,5.500,hit,1.131,1.102
1784471479155,1,BASELINE,A,-1,,,,,false_alarm,,
1784471502965,1,BASELINE,A,57,traffic_light,499.500,501.000,1.500,hit,1.667,7.706
