t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1786028749906,25,NoFilter,A,-1,,,,,false_alarm,,
1786028777371,25,NoFilter,P,0,traffic_light,0.000,2.500,2.500,hit,1.001,0.119
1786028777537,25,NoFilter,A,-1,,,,,false_alarm,,
1786028783675,25,NoFilter,P,58,traffic_light,0.500,2.500,2.000,hit,0.501,0.151
1786028800568,25,NoFilter,A,1,traffic_light,6.500,23.000,16.500,hit,11.385,0.430
1786028815457,25,NoFilter,A,60,person,21.500,32.000,10.500,miss,,
1786028840940,25,NoFilter,A,61,person,56.500,57.500,1.000,miss,,
1786028849456,25,NoFilter,A,7,person,62.000,66.000,4.000,miss,,
1786028851458,25,NoFilter,A,6,person,61.000,68.000,7.000,miss,,
1786028856975,25,NoFilter,A,8,traffic_light,67.000,77.500,10.500,hit,7.274,0.280
1786028865462,25,NoFilter,A,9,traffic_light,81.000,82.000,1.000,miss,,
1786028869984,25,NoFilter,A,12,person,85.000,113.000,28.000,hit,2.287,1.710
1786028873931,25,NoFilter,A,11,person,82.500,115.000,32.500,hit,8.724,1.217
1786028874414,25,NoFilter,A,-1,,,,,false_alarm,,
1786028898468,25,NoFilter,A,65,person,113.000,116.000,3.000,hit,2.782,8.895
1786028914489,25,NoFilter,A,15,person,130.500,131.500,1.000,hit,1.298,6.515
1786028921956,25,NoFilter,A,16,traffic_light,137.000,138.500,1.500,miss,,
1786028923957,25,NoFilter,A,17,traffic_light,137.500,140.500,3.000,miss,,
1786028927065,25,NoFilter,A,18,person,143.500,154.500,11.000,hit,0.878,0.732
1786028929516,25,NoFilter,A,19,person,145.500,154.000,8.500,hit,1.313,1.384
1786028951345,25,NoFilter,A,21,person,166.500,174.000,7.500,hit,2.135,4.723
1786028961969,25,NoFilter,A,69,person,177.000,178.500,1.500,miss,,
1786028967942,25,NoFilter,A,24,person,182.500,184.500,2.000,miss,,
1786028969444,25,NoFilter,A,70,person,180.000,186.000,6.000,miss,,
1786028987194,25,NoFilter,A,26,traffic_light,202.000,255.000,53.000,hit,2.504,0.984
1786028997524,25,NoFilter,A,71,person,203.500,264.500,61.000,hit,11.315,1.403
1786029003443,25,NoFilter,A,29,person,217.000,220.000,3.000,miss,,
1786029038053,25,NoFilter,A,30,person,250.500,257.500,7.000,hit,4.855,2.999
1786029042206,25,NoFilter,A,31,person,258.500,269.500,11.000,hit,1.026,1.630
1786029057960,25,NoFilter,A,34,traffic_light,272.000,274.500,2.500,miss,,
1786029065552,25,NoFilter,A,35,person,280.500,305.500,25.000,hit,2.349,1.303
1786029067930,25,NoFilter,A,36,traffic_light,281.000,284.500,3.500,miss,,
1786029068443,25,NoFilter,A,75,traffic_light,281.500,285.000,3.500,miss,,
1786029070094,25,NoFilter,A,-1,,,,,false_alarm,,
1786029092456,25,NoFilter,A,76,traffic_light,307.000,309.000,2.000,miss,,
1786029134943,25,NoFilter,A,43,person,347.500,351.500,4.000,miss,,
1786029149523,25,NoFilter,A,44,person,362.000,418.500,56.500,hit,4.833,2.968
1786029165107,25,NoFilter,A,45,traffic_light,363.500,417.000,53.500,hit,18.915,1.420
1786029191965,25,NoFilter,A,77,person,401.000,408.500,7.500,miss,,
1786029209946,25,NoFilter,A,49,traffic_light,425.500,426.500,1.000,miss,,
1786029241442,25,NoFilter,A,79,traffic_light,457.000,458.000,1.000,miss,,
1786029244442,25,NoFilter,A,78,person,456.500,461.000,4.500,miss,,
1786029249955,25,NoFilter,A,53,traffic_light,464.500,466.500,2.000,miss,,
1786029252957,25,NoFilter,A,52,person,464.000,469.500,5.500,miss,,
1786029279747,25,NoFilter,A,80,person,494.500,509.500,15.000,hit,2.563,1.842
1786029280639,25,NoFilter,A,81,person,497.000,498.000,1.000,hit,0.931,0.998
1786029290502,25,NoFilter,A,-1,,,,,false_alarm,,
