t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784731686806,1003,Filter,P,0,traffic_light,0.000,2.500,2.500,hit,1.001,0.627
1784731688114,1003,Filter,P,58,traffic_light,0.500,2.500,2.000,hit,0.501,0.959
1784731695678,1003,Filter,A,1,traffic_light,6.500,23.000,16.500,hit,2.042,0.451
1784731717244,1003,Filter,A,60,person,21.500,32.000,10.500,hit,8.597,1.712
1784731745387,1003,Filter,A,61,person,56.500,57.500,1.000,miss,,
1784731745416,1003,Filter,A,-1,,,,,false_alarm,,
1784731753894,1003,Filter,A,7,person,62.000,66.000,4.000,miss,,
1784731755900,1003,Filter,A,6,person,61.000,68.000,7.000,miss,,
1784731756524,1003,Filter,A,8,traffic_light,67.000,77.500,10.500,hit,2.369,1.294
1784731769912,1003,Filter,A,9,traffic_light,81.000,82.000,1.000,miss,,
1784731772627,1003,Filter,A,11,person,82.500,115.000,32.500,hit,2.985,0.325
1784731773509,1003,Filter,A,12,person,85.000,113.000,28.000,hit,1.353,1.091
1784731801491,1003,Filter,A,65,person,113.000,116.000,3.000,hit,1.348,1.566
1784731819077,1003,Filter,A,15,person,130.500,131.500,1.000,hit,1.432,1.615
1784731826397,1003,Filter,A,16,traffic_light,137.000,138.500,1.500,miss,,
1784731828409,1003,Filter,A,17,traffic_light,137.500,140.500,3.000,miss,,
1784731831791,1003,Filter,A,18,person,143.500,154.500,11.000,hit,1.145,0.685
1784731834229,1003,Filter,A,19,person,145.500,154.000,8.500,hit,1.580,0.469
1784731854743,1003,Filter,A,21,person,166.500,174.000,7.500,hit,1.101,0.658
1784731866413,1003,Filter,A,69,person,177.000,178.500,1.500,miss,,
1784731872388,1003,Filter,A,24,person,182.500,184.500,2.000,miss,,
1784731873884,1003,Filter,A,70,person,180.000,186.000,6.000,miss,,
1784731890382,1003,Filter,A,26,traffic_light,202.000,255.000,53.000,hit,1.236,0.354
1784731892710,1003,Filter,A,71,person,203.500,264.500,61.000,hit,2.072,3.819
1784731907890,1003,Filter,A,29,person,217.000,220.000,3.000,miss,,
1784732337120,1003,Filter,A,-1,,,,,false_alarm,,
