t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784473261586,1,BASELINE,B,0,traffic_light,0.000,2.500,2.500,hit,2.436,0.325
1784473268858,1,BASELINE,B,1,traffic_light,6.500,23.000,16.500,hit,3.243,0.916
1784473270949,1,BASELINE,B,2,traffic_light,10.500,14.000,3.500,hit,1.312,0.385
1784473289461,1,BASELINE,B,4,person,28.000,32.000,4.000,hit,2.330,7.965
1784473316645,1,BASELINE,B,5,person,55.500,145.000,89.500,hit,2.024,2.890
1784473321520,1,BASELINE,B,6,person,61.000,68.000,7.000,hit,1.396,1.314
1784473342173,1,BASELINE,B,10,person,81.500,83.000,1.500,hit,1.550,7.396
1784473365786,1,BASELINE,B,13,person,104.500,107.000,2.500,hit,2.173,3.791
1784473390855,1,BASELINE,B,15,person,130.500,131.500,1.000,hit,1.232,1.792
1784473398387,1,BASELINE,B,16,traffic_light,137.000,138.500,1.500,miss,,
1784473408088,1,BASELINE,B,19,person,145.500,154.000,8.500,hit,3.482,8.882
1784473415206,1,BASELINE,B,20,person,154.000,166.000,12.000,hit,2.089,2.023
1784473451379,1,BASELINE,B,25,traffic_light,190.000,193.000,3.000,hit,2.259,5.253
1784473462340,1,BASELINE,B,26,traffic_light,202.000,255.000,53.000,hit,1.203,2.813
1784473518896,1,BASELINE,B,31,person,258.500,269.500,11.000,hit,1.259,1.234
1784473532507,1,BASELINE,B,34,traffic_light,272.000,274.500,2.500,hit,1.373,3.676
1784473553372,1,BASELINE,B,37,traffic_light,291.000,293.500,2.500,miss,,
1784473561876,1,BASELINE,B,39,traffic_light,301.000,302.000,1.000,miss,,
1784473574396,1,BASELINE,B,40,traffic_light,313.500,314.500,1.000,miss,,
1784473585303,1,BASELINE,B,42,person,325.000,345.000,20.000,hit,1.193,1.033
1784473607809,1,BASELINE,B,43,person,347.500,351.500,4.000,hit,1.182,1.091
1784473625020,1,BASELINE,B,46,person,364.000,418.000,54.000,hit,1.899,4.846
1784473661321,1,BASELINE,B,47,person,401.000,410.000,9.000,hit,1.202,3.646
1784473668573,1,BASELINE,B,48,person,405.000,417.000,12.000,hit,4.442,5.631
1784473686369,1,BASELINE,B,49,traffic_light,425.500,426.500,1.000,miss,,
1784473726381,1,BASELINE,B,53,traffic_light,464.500,466.500,2.000,miss,,
1784473741794,1,BASELINE,B,54,person,481.500,487.000,5.500,hit,1.182,0.497
1784473757140,1,BASELINE,B,56,person,495.500,498.000,2.500,hit,2.531,0.872
1784473757550,1,BASELINE,B,55,person,494.000,502.500,8.500,hit,4.431,1.219
