t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784689723350,1003,Filter,P,0,traffic_light,0.000,2.500,2.500,hit,1.001,0.895
1784689726067,1003,Filter,P,58,traffic_light,0.500,2.500,2.000,hit,0.501,1.040
1784689738314,1003,Filter,B,2,traffic_light,10.500,14.000,3.500,hit,2.713,1.267
1784689747469,1003,Filter,B,59,person,20.000,33.000,13.000,hit,2.389,1.999
1784689747844,1003,Filter,B,3,person,20.500,22.000,1.500,miss,,
1784689757846,1003,Filter,B,4,person,28.000,32.000,4.000,miss,,
1784689783354,1003,Filter,B,5,person,55.500,145.000,89.500,hit,2.758,5.074
1784689788853,1003,Filter,B,62,person,56.500,63.000,6.500,miss,,
1784689799887,1003,Filter,B,63,person,68.000,114.500,46.500,hit,6.808,2.898
1784689800366,1003,Filter,B,64,person,73.500,113.000,39.500,hit,1.775,4.221
1784689808838,1003,Filter,B,10,person,81.500,83.000,1.500,miss,,
