t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784685664528,1002,Filter,P,0,traffic_light,0.000,2.500,2.500,hit,1.001,0.980
1784685672167,1002,Filter,A,1,traffic_light,6.500,23.000,16.500,hit,2.109,0.856
1784685696294,1002,Filter,A,60,person,21.500,32.000,10.500,miss,,
1784685721795,1002,Filter,A,61,person,56.500,57.500,1.000,miss,,
1784685726819,1002,Filter,A,6,person,61.000,68.000,7.000,hit,2.263,1.871
1784685729293,1002,Filter,A,7,person,62.000,66.000,4.000,hit,3.766,1.734
1784685732458,1002,Filter,A,8,traffic_light,67.000,77.500,10.500,hit,1.902,1.060
1784685746327,1002,Filter,A,9,traffic_light,81.000,82.000,1.000,miss,,
1784685751960,1002,Filter,A,12,person,85.000,113.000,28.000,hit,3.422,1.423
1784685759363,1002,Filter,A,11,person,82.500,115.000,32.500,hit,13.329,0.273
1784685779162,1002,Filter,A,65,person,113.000,116.000,3.000,hit,2.616,7.017
1784685795805,1002,Filter,A,15,person,130.500,131.500,1.000,miss,,
1784685801805,1002,Filter,A,16,traffic_light,137.000,138.500,1.500,hit,1.271,8.552
1784685803513,1002,Filter,A,17,traffic_light,137.500,140.500,3.000,hit,2.473,4.192
1784685809102,1002,Filter,A,18,person,143.500,154.500,11.000,hit,2.045,1.718
1784685811001,1002,Filter,A,19,person,145.500,154.000,8.500,hit,1.947,0.675
1784685832236,1002,Filter,A,21,person,166.500,174.000,7.500,hit,2.202,1.696
1784685842815,1002,Filter,A,69,person,177.000,178.500,1.500,miss,,
1784685848791,1002,Filter,A,24,person,182.500,184.500,2.000,miss,,
1784685850293,1002,Filter,A,70,person,180.000,186.000,6.000,miss,,
1784685868501,1002,Filter,A,71,person,203.500,264.500,61.000,hit,1.471,1.556
1784685870748,1002,Filter,A,26,traffic_light,202.000,255.000,53.000,hit,5.207,1.321
1784685880768,1002,Filter,A,-1,,,,,false_alarm,,
1784685881739,1002,Filter,A,-1,,,,,false_alarm,,
1784685882831,1002,Filter,A,29,person,217.000,220.000,3.000,hit,2.286,1.925
1784685916811,1002,Filter,A,30,person,250.500,257.500,7.000,hit,2.753,2.890
1784685926012,1002,Filter,A,31,person,258.500,269.500,11.000,hit,3.962,7.658
1784685936860,1002,Filter,A,34,traffic_light,272.000,274.500,2.500,hit,1.306,1.818
1784685945831,1002,Filter,A,75,traffic_light,281.500,285.000,3.500,hit,0.782,1.651
1784685946872,1002,Filter,A,36,traffic_light,281.000,284.500,3.500,hit,2.316,1.483
1784685948805,1002,Filter,A,35,person,280.500,305.500,25.000,hit,4.752,1.942
1784685973306,1002,Filter,A,76,traffic_light,307.000,309.000,2.000,miss,,
1784686012764,1002,Filter,A,43,person,347.500,351.500,4.000,hit,1.716,1.304
1784686028972,1002,Filter,A,44,person,362.000,418.500,56.500,hit,3.432,6.512
1784686038048,1002,Filter,A,-1,,,,,false_alarm,,
1784686072815,1002,Filter,A,77,person,401.000,408.500,7.500,miss,,
1784686081281,1002,Filter,A,45,traffic_light,363.500,417.000,53.500,miss,,
1784686090355,1002,Filter,A,49,traffic_light,425.500,426.500,1.000,hit,1.326,9.926
1784686121537,1002,Filter,A,79,traffic_light,457.000,458.000,1.000,hit,0.991,5.765
1784686125296,1002,Filter,A,78,person,456.500,461.000,4.500,miss,,
1784686129467,1002,Filter,A,53,traffic_light,464.500,466.500,2.000,hit,1.432,3.204
1784686133796,1002,Filter,A,52,person,464.000,469.500,5.500,miss,,
1784686159605,1002,Filter,A,80,person,494.500,509.500,15.000,hit,1.562,2.258
1784686162295,1002,Filter,A,81,person,497.000,498.000,1.000,miss,,
