t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784427767257,1,BASELINE,ALL,0,traffic_light,0.000,2.500,2.500,miss,,
1784427778761,1,BASELINE,ALL,2,traffic_light,10.500,14.000,3.500,miss,,
1784427786747,1,BASELINE,ALL,3,person,20.500,22.000,1.500,miss,,
1784427787746,1,BASELINE,ALL,1,traffic_light,6.500,23.000,16.500,miss,,
1784427796748,1,BASELINE,ALL,4,person,28.000,32.000,4.000,miss,,
1784427824997,1,BASELINE,ALL,5,person,55.500,145.000,89.500,hit,5.461,1.392
1784427827136,1,BASELINE,ALL,6,person,61.000,68.000,7.000,hit,2.130,0.865
1784427827698,1,BASELINE,ALL,7,person,62.000,66.000,4.000,hit,1.697,1.943
1784427835428,1,BASELINE,ALL,8,traffic_light,67.000,77.500,10.500,hit,4.438,1.668
1784427846518,1,BASELINE,ALL,9,traffic_light,81.000,82.000,1.000,hit,1.516,3.155
1784427847733,1,BASELINE,ALL,10,person,81.500,83.000,1.500,miss,,
1784427848983,1,BASELINE,ALL,11,person,82.500,115.000,32.500,hit,2.485,1.523
1784427851402,1,BASELINE,ALL,12,person,85.000,113.000,28.000,hit,2.421,0.831
1784427870899,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784427871568,1,BASELINE,ALL,13,person,104.500,107.000,2.500,hit,3.074,3.454
1784427878758,1,BASELINE,ALL,14,person,113.000,115.500,2.500,hit,1.748,1.698
1784427895799,1,BASELINE,ALL,15,person,130.500,131.500,1.000,hit,1.298,2.104
1784427903261,1,BASELINE,ALL,16,traffic_light,137.000,138.500,1.500,miss,,
1784427905265,1,BASELINE,ALL,17,traffic_light,137.500,140.500,3.000,miss,,
1784427908681,1,BASELINE,ALL,18,person,143.500,154.500,11.000,hit,1.178,1.465
1784427911317,1,BASELINE,ALL,19,person,145.500,154.000,8.500,hit,1.814,0.478
1784427918848,1,BASELINE,ALL,20,person,154.000,166.000,12.000,hit,0.855,0.460
1784427931761,1,BASELINE,ALL,21,person,166.500,174.000,7.500,hit,1.268,1.112
1784427941259,1,BASELINE,ALL,22,person,175.500,176.500,1.000,miss,,
1784427943262,1,BASELINE,ALL,23,person,176.500,178.500,2.000,miss,,
1784427949237,1,BASELINE,ALL,24,person,182.500,184.500,2.000,miss,,
1784427956703,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784427957360,1,BASELINE,ALL,25,traffic_light,190.000,193.000,3.000,hit,3.360,6.659
1784427967232,1,BASELINE,ALL,26,traffic_light,202.000,255.000,53.000,hit,1.236,1.267
1784427972010,1,BASELINE,ALL,27,traffic_light,206.000,208.000,2.000,hit,2.008,1.211
1784427975135,1,BASELINE,ALL,28,traffic_light,209.000,253.000,44.000,hit,2.144,0.736
1784427982549,1,BASELINE,ALL,29,person,217.000,220.000,3.000,hit,1.552,0.655
1784428017637,1,BASELINE,ALL,30,person,250.500,257.500,7.000,hit,3.153,0.339
1784428023691,1,BASELINE,ALL,31,person,258.500,269.500,11.000,hit,1.193,1.635
1784428028994,1,BASELINE,ALL,32,traffic_light,264.000,265.500,1.500,hit,0.998,3.714
1784428036688,1,BASELINE,ALL,33,person,270.500,273.500,3.000,hit,2.206,0.458
1784428037941,1,BASELINE,ALL,34,traffic_light,272.000,274.500,2.500,hit,1.940,1.502
1784428046917,1,BASELINE,ALL,36,traffic_light,281.000,284.500,3.500,hit,1.916,1.410
1784428047579,1,BASELINE,ALL,35,person,280.500,305.500,25.000,hit,3.083,0.191
1784428057818,1,BASELINE,ALL,37,traffic_light,291.000,293.500,2.500,hit,2.827,2.844
1784428064023,1,BASELINE,ALL,38,traffic_light,298.500,301.500,3.000,hit,1.533,0.724
1784428066442,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428066761,1,BASELINE,ALL,39,traffic_light,301.000,302.000,1.000,miss,,
1784428079261,1,BASELINE,ALL,40,traffic_light,313.500,314.500,1.000,miss,,
1784428080053,1,BASELINE,ALL,41,traffic_light,315.000,316.000,1.000,hit,1.049,3.706
1784428090780,1,BASELINE,ALL,42,person,325.000,345.000,20.000,hit,1.793,0.000
1784428113075,1,BASELINE,ALL,43,person,347.500,351.500,4.000,hit,1.582,1.780
1784428128494,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428130009,1,BASELINE,ALL,46,person,364.000,418.000,54.000,hit,1.999,1.435
1784428130457,1,BASELINE,ALL,44,person,362.000,418.500,56.500,hit,4.466,0.697
1784428135273,1,BASELINE,ALL,45,traffic_light,363.500,417.000,53.500,hit,7.771,1.489
1784428166377,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428166927,1,BASELINE,ALL,47,person,401.000,410.000,9.000,hit,1.936,3.790
1784428172596,1,BASELINE,ALL,48,person,405.000,417.000,12.000,hit,3.608,5.444
1784428190785,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428191248,1,BASELINE,ALL,49,traffic_light,425.500,426.500,1.000,miss,,
1784428191386,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428221887,1,BASELINE,ALL,50,traffic_light,456.500,458.000,1.500,hit,1.391,1.939
1784428225598,1,BASELINE,ALL,51,person,459.000,470.000,11.000,hit,2.594,1.293
1784428229927,1,BASELINE,ALL,53,traffic_light,464.500,466.500,2.000,hit,1.432,0.420
1784428234261,1,BASELINE,ALL,52,person,464.000,469.500,5.500,miss,,
1784428246594,1,BASELINE,ALL,54,person,481.500,487.000,5.500,hit,1.082,1.454
1784428260710,1,BASELINE,ALL,55,person,494.000,502.500,8.500,hit,2.730,0.611
1784428261175,1,BASELINE,ALL,56,person,495.500,498.000,2.500,hit,1.663,0.687
1784428265221,1,BASELINE,ALL,57,traffic_light,499.500,501.000,1.500,hit,1.734,6.327
1784428292820,1,BASELINE,ALL,0,traffic_light,0.000,2.500,2.500,hit,1.602,0.540
1784428300887,1,BASELINE,ALL,1,traffic_light,6.500,23.000,16.500,hit,3.176,0.892
1784428302865,1,BASELINE,ALL,2,traffic_light,10.500,14.000,3.500,hit,1.145,0.207
1784428313955,1,BASELINE,ALL,3,person,20.500,22.000,1.500,miss,,
1784428320220,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428320734,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428321094,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428321513,1,BASELINE,ALL,4,person,28.000,32.000,4.000,hit,2.297,3.820
1784428330591,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428348474,1,BASELINE,ALL,5,person,55.500,145.000,89.500,hit,1.757,3.124
1784428353460,1,BASELINE,ALL,6,person,61.000,68.000,7.000,hit,1.229,0.442
1784428354371,1,BASELINE,ALL,7,person,62.000,66.000,4.000,hit,1.163,3.422
1784428362055,1,BASELINE,ALL,8,traffic_light,67.000,77.500,10.500,hit,3.837,0.732
1784428373990,1,BASELINE,ALL,9,traffic_light,81.000,82.000,1.000,miss,,
1784428374593,1,BASELINE,ALL,10,person,81.500,83.000,1.500,hit,1.883,0.371
1784428376163,1,BASELINE,ALL,11,person,82.500,115.000,32.500,hit,2.452,1.055
1784428377304,1,BASELINE,ALL,12,person,85.000,113.000,28.000,hit,1.086,0.750
1784428391679,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428393415,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428398678,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428398987,1,BASELINE,ALL,13,person,104.500,107.000,2.500,miss,,
1784428400082,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428401438,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428402362,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428405625,1,BASELINE,ALL,14,person,113.000,115.500,2.500,hit,1.414,2.491
1784428422400,1,BASELINE,ALL,15,person,130.500,131.500,1.000,hit,0.698,8.698
1784428429486,1,BASELINE,ALL,16,traffic_light,137.000,138.500,1.500,hit,1.271,2.668
1784428431525,1,BASELINE,ALL,17,traffic_light,137.500,140.500,3.000,hit,2.807,3.707
1784428435957,1,BASELINE,ALL,18,person,143.500,154.500,11.000,hit,1.245,3.464
1784428439403,1,BASELINE,ALL,19,person,145.500,154.000,8.500,hit,2.681,2.550
1784428443084,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428443577,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428447206,1,BASELINE,ALL,20,person,154.000,166.000,12.000,hit,1.989,2.365
1784428459192,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428459427,1,BASELINE,ALL,-1,,,,,false_alarm,,
1784428460229,1,BASELINE,ALL,21,person,166.500,174.000,7.500,hit,2.502,0.411
1784428468482,1,BASELINE,ALL,22,person,175.500,176.500,1.000,miss,,
1784428470481,1,BASELINE,ALL,23,person,176.500,178.500,2.000,miss,,
1784428475745,1,BASELINE,ALL,24,person,182.500,184.500,2.000,hit,2.018,5.992
1784428482720,1,BASELINE,ALL,25,traffic_light,190.000,193.000,3.000,hit,1.491,1.913
