t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1785262425473,20,Filter,P,58,traffic_light,0.500,2.500,2.000,hit,0.501,0.099
1785262430513,20,Filter,P,0,traffic_light,0.000,2.500,2.500,hit,1.001,0.746
1785262453294,20,Filter,A,1,traffic_light,6.500,23.000,16.500,miss,,
1785262462295,20,Filter,A,60,person,21.500,32.000,10.500,miss,,
1785262487794,20,Filter,A,61,person,56.500,57.500,1.000,miss,,
1785262493957,20,Filter,A,-1,,,,,false_alarm,,
1785262494598,20,Filter,A,-1,,,,,false_alarm,,
1785262496294,20,Filter,A,7,person,62.000,66.000,4.000,miss,,
1785262497153,20,Filter,A,-1,,,,,false_alarm,,
1785262497641,20,Filter,A,-1,,,,,false_alarm,,
1785262498126,20,Filter,A,-1,,,,,false_alarm,,
1785262498301,20,Filter,A,6,person,61.000,68.000,7.000,miss,,
1785262498578,20,Filter,A,-1,,,,,false_alarm,,
1785262498973,20,Filter,A,8,traffic_light,67.000,77.500,10.500,hit,2.436,8.758
1785262499863,20,Filter,A,-1,,,,,false_alarm,,
1785262500375,20,Filter,A,-1,,,,,false_alarm,,
1785262500650,20,Filter,A,-1,,,,,false_alarm,,
1785262500875,20,Filter,A,-1,,,,,false_alarm,,
1785262501222,20,Filter,A,-1,,,,,false_alarm,,
1785262501486,20,Filter,A,-1,,,,,false_alarm,,
1785262501781,20,Filter,A,-1,,,,,false_alarm,,
1785262502267,20,Filter,A,-1,,,,,false_alarm,,
1785262502739,20,Filter,A,-1,,,,,false_alarm,,
1785262503153,20,Filter,A,-1,,,,,false_alarm,,
1785262503489,20,Filter,A,-1,,,,,false_alarm,,
1785262503862,20,Filter,A,-1,,,,,false_alarm,,
1785262504847,20,Filter,A,-1,,,,,false_alarm,,
1785262512306,20,Filter,A,9,traffic_light,81.000,82.000,1.000,miss,,
1785262543304,20,Filter,A,12,person,85.000,113.000,28.000,miss,,
1785262545318,20,Filter,A,11,person,82.500,115.000,32.500,miss,,
1785262546318,20,Filter,A,65,person,113.000,116.000,3.000,miss,,
1785262561792,20,Filter,A,15,person,130.500,131.500,1.000,miss,,
1785262568499,20,Filter,A,17,traffic_light,137.500,140.500,3.000,hit,1.472,3.824
1785262568806,20,Filter,A,16,traffic_light,137.000,138.500,1.500,miss,,
1785262584279,20,Filter,A,19,person,145.500,154.000,8.500,miss,,
1785262584791,20,Filter,A,18,person,143.500,154.500,11.000,miss,,
1785262599169,20,Filter,A,21,person,166.500,174.000,7.500,hit,3.136,3.172
1785262599706,20,Filter,A,-1,,,,,false_alarm,,
1785262608808,20,Filter,A,69,person,177.000,178.500,1.500,miss,,
1785262614776,20,Filter,A,24,person,182.500,184.500,2.000,miss,,
1785262616279,20,Filter,A,70,person,180.000,186.000,6.000,miss,,
1785262636428,20,Filter,A,26,traffic_light,202.000,255.000,53.000,hit,4.873,0.745
1785262639186,20,Filter,A,71,person,203.500,264.500,61.000,hit,6.143,0.904
1785262650289,20,Filter,A,29,person,217.000,220.000,3.000,miss,,
1785262687790,20,Filter,A,30,person,250.500,257.500,7.000,miss,,
1785262692350,20,Filter,A,31,person,258.500,269.500,11.000,hit,4.296,2.143
1785262704803,20,Filter,A,34,traffic_light,272.000,274.500,2.500,miss,,
1785262713152,20,Filter,A,75,traffic_light,281.500,285.000,3.500,hit,2.117,7.654
1785262713694,20,Filter,A,36,traffic_light,281.000,284.500,3.500,hit,3.151,4.509
1785262732207,20,Filter,A,35,person,280.500,305.500,25.000,hit,22.169,6.290
1785262739311,20,Filter,A,76,traffic_light,307.000,309.000,2.000,miss,,
1785262781448,20,Filter,A,43,person,347.500,351.500,4.000,hit,4.418,2.307
1785262795409,20,Filter,A,-1,,,,,false_alarm,,
1785262795897,20,Filter,A,44,person,362.000,418.500,56.500,hit,4.366,4.355
1785262838812,20,Filter,A,77,person,401.000,408.500,7.500,miss,,
1785262847279,20,Filter,A,45,traffic_light,363.500,417.000,53.500,miss,,
1785262856787,20,Filter,A,49,traffic_light,425.500,426.500,1.000,miss,,
1785262888292,20,Filter,A,79,traffic_light,457.000,458.000,1.000,miss,,
1785262891292,20,Filter,A,78,person,456.500,461.000,4.500,miss,,
1785262896802,20,Filter,A,53,traffic_light,464.500,466.500,2.000,miss,,
1785262899795,20,Filter,A,52,person,464.000,469.500,5.500,miss,,
1785262926764,20,Filter,A,81,person,497.000,498.000,1.000,hit,0.230,2.913
1785262927343,20,Filter,A,80,person,494.500,509.500,15.000,hit,3.297,0.508
1785262938485,20,Filter,A,-1,,,,,false_alarm,,
1785262939002,20,Filter,A,-1,,,,,false_alarm,,
