t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784658448639,999,Filter,P,0,traffic_light,0.000,2.500,2.500,hit,1.001,0.820
1784658451349,999,Filter,P,58,traffic_light,0.500,2.500,2.000,hit,0.501,0.483
1784658458608,999,Filter,A,1,traffic_light,6.500,23.000,16.500,hit,1.742,0.232
1784658483126,999,Filter,A,60,person,21.500,32.000,10.500,miss,,
1784658508156,999,Filter,A,61,person,56.500,57.500,1.000,hit,1.291,1.133
1784658512433,999,Filter,A,6,person,61.000,68.000,7.000,hit,1.062,1.742
1784658513142,999,Filter,A,7,person,62.000,66.000,4.000,hit,0.763,2.281
1784658519690,999,Filter,A,8,traffic_light,67.000,77.500,10.500,hit,2.336,3.229
1784658533145,999,Filter,A,9,traffic_light,81.000,82.000,1.000,miss,,
1784658535460,999,Filter,A,11,person,82.500,115.000,32.500,hit,2.585,1.873
1784658536187,999,Filter,A,12,person,85.000,113.000,28.000,hit,0.819,0.207
1784658566160,999,Filter,A,-1,,,,,false_alarm,,
1784658567139,999,Filter,A,65,person,113.000,116.000,3.000,miss,,
1784658581839,999,Filter,A,15,person,130.500,131.500,1.000,hit,0.965,3.558
1784658583547,999,Filter,A,-1,,,,,false_alarm,,
1784658588603,999,Filter,A,16,traffic_light,137.000,138.500,1.500,hit,1.238,2.375
1784658590285,999,Filter,A,17,traffic_light,137.500,140.500,3.000,hit,2.406,3.030
1784658595169,999,Filter,A,18,person,143.500,154.500,11.000,hit,1.311,0.718
1784658597050,999,Filter,A,19,person,145.500,154.000,8.500,hit,1.180,1.729
1784658618819,999,Filter,A,21,person,166.500,174.000,7.500,hit,1.935,2.241
1784658628500,999,Filter,A,-1,,,,,false_alarm,,
1784658629642,999,Filter,A,69,person,177.000,178.500,1.500,miss,,
1784658631106,999,Filter,A,70,person,180.000,186.000,6.000,hit,0.747,6.342
1784658635194,999,Filter,A,24,person,182.500,184.500,2.000,hit,2.318,7.443
1784658653919,999,Filter,A,26,traffic_light,202.000,255.000,53.000,hit,1.537,0.978
1784658656566,999,Filter,A,-1,,,,,false_alarm,,
1784658657390,999,Filter,A,71,person,203.500,264.500,61.000,hit,3.507,1.135
1784658668800,999,Filter,A,29,person,217.000,220.000,3.000,hit,1.418,0.996
1784658703944,999,Filter,A,30,person,250.500,257.500,7.000,hit,3.087,1.736
1784658709871,999,Filter,A,31,person,258.500,269.500,11.000,hit,0.993,1.772
1784658723681,999,Filter,A,34,traffic_light,272.000,274.500,2.500,hit,1.306,5.654
1784658732877,999,Filter,A,75,traffic_light,281.500,285.000,3.500,hit,1.016,3.504
1784658733793,999,Filter,A,36,traffic_light,281.000,284.500,3.500,hit,2.416,1.258
1784658736432,999,Filter,A,35,person,280.500,305.500,25.000,hit,5.552,0.071
1784658758783,999,Filter,A,76,traffic_light,307.000,309.000,2.000,hit,1.408,3.515
1784658799283,999,Filter,A,43,person,347.500,351.500,4.000,hit,1.415,2.227
1784658813458,999,Filter,A,44,person,362.000,418.500,56.500,hit,1.096,3.756
1784658815653,999,Filter,A,45,traffic_light,363.500,417.000,53.500,hit,1.798,1.798
1784658852774,999,Filter,A,77,person,401.000,408.500,7.500,hit,1.402,1.057
1784658877622,999,Filter,A,49,traffic_light,425.500,426.500,1.000,miss,,
1784658908356,999,Filter,A,78,person,456.500,461.000,4.500,hit,1.491,0.343
1784658909114,999,Filter,A,79,traffic_light,457.000,458.000,1.000,miss,,
1784658915697,999,Filter,A,52,person,464.000,469.500,5.500,hit,1.332,0.552
1784658917182,999,Filter,A,-1,,,,,false_alarm,,
1784658917623,999,Filter,A,53,traffic_light,464.500,466.500,2.000,miss,,
1784658948796,999,Filter,A,80,person,494.500,509.500,15.000,hit,3.931,0.594
1784658949130,999,Filter,A,81,person,497.000,498.000,1.000,miss,,
