t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784689273981,1003,Filter,P,0,traffic_light,0.000,2.500,2.500,hit,1.001,1.117
1784689275092,1003,Filter,P,58,traffic_light,0.500,2.500,2.000,hit,0.501,1.317
1784689288891,1003,Filter,B,2,traffic_light,10.500,14.000,3.500,miss,,
1784689296551,1003,Filter,B,59,person,20.000,33.000,13.000,hit,2.422,7.403
1784689296870,1003,Filter,B,3,person,20.500,22.000,1.500,miss,,
1784689304717,1003,Filter,B,4,person,28.000,32.000,4.000,hit,2.597,9.139
1784689331923,1003,Filter,B,5,person,55.500,145.000,89.500,hit,2.291,6.609
1784689337879,1003,Filter,B,62,person,56.500,63.000,6.500,miss,,
1784689357425,1003,Filter,B,10,person,81.500,83.000,1.500,hit,1.817,2.436
