t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784826333484,9,NoFilter,P,58,traffic_light,0.500,2.500,2.000,hit,0.501,0.509
1784826333524,9,NoFilter,P,0,traffic_light,0.000,2.500,2.500,hit,1.001,0.159
1784826351872,9,NoFilter,A,1,traffic_light,6.500,23.000,16.500,hit,12.819,1.188
1784826365305,9,NoFilter,A,60,person,21.500,32.000,10.500,miss,,
1784826390429,9,NoFilter,A,61,person,56.500,57.500,1.000,hit,1.391,1.724
1784826396254,9,NoFilter,A,7,person,62.000,66.000,4.000,hit,1.697,0.566
1784826397540,9,NoFilter,A,6,person,61.000,68.000,7.000,hit,3.998,1.118
1784826400720,9,NoFilter,A,8,traffic_light,67.000,77.500,10.500,hit,1.168,2.464
1784826415332,9,NoFilter,A,9,traffic_light,81.000,82.000,1.000,miss,,
1784826416681,9,NoFilter,A,11,person,82.500,115.000,32.500,hit,1.617,1.315
1784826419332,9,NoFilter,A,12,person,85.000,113.000,28.000,hit,1.787,0.703
1784826446330,9,NoFilter,A,65,person,113.000,116.000,3.000,hit,0.780,2.800
1784826463935,9,NoFilter,A,15,person,130.500,131.500,1.000,hit,0.898,3.821
1784826471818,9,NoFilter,A,16,traffic_light,137.000,138.500,1.500,miss,,
1784826473165,9,NoFilter,A,17,traffic_light,137.500,140.500,3.000,hit,3.107,3.318
1784826477198,9,NoFilter,A,18,person,143.500,154.500,11.000,hit,1.145,2.133
1784826481608,9,NoFilter,A,19,person,145.500,154.000,8.500,hit,3.549,0.386
1784826501262,9,NoFilter,A,21,person,166.500,174.000,7.500,hit,2.202,0.316
1784826511818,9,NoFilter,A,69,person,177.000,178.500,1.500,miss,,
1784826515729,9,NoFilter,A,24,person,182.500,184.500,2.000,hit,0.683,1.220
1784826516565,9,NoFilter,A,70,person,180.000,186.000,6.000,hit,4.017,1.977
1784826536262,9,NoFilter,A,26,traffic_light,202.000,255.000,53.000,hit,1.704,1.792
1784826541803,9,NoFilter,A,71,person,203.500,264.500,61.000,hit,5.742,0.575
1784826551052,9,NoFilter,A,29,person,217.000,220.000,3.000,hit,1.485,2.484
1784826585198,9,NoFilter,A,30,person,250.500,257.500,7.000,hit,2.152,3.068
1784826592203,9,NoFilter,A,31,person,258.500,269.500,11.000,hit,1.159,1.459
1784826607818,9,NoFilter,A,34,traffic_light,272.000,274.500,2.500,miss,,
1784826613946,9,NoFilter,A,35,person,280.500,305.500,25.000,hit,0.881,1.353
1784826615984,9,NoFilter,A,75,traffic_light,281.500,285.000,3.500,hit,1.916,1.744
1784826616411,9,NoFilter,A,36,traffic_light,281.000,284.500,3.500,hit,2.850,3.826
1784826642323,9,NoFilter,A,76,traffic_light,307.000,309.000,2.000,miss,,
1784826684797,9,NoFilter,A,43,person,347.500,351.500,4.000,miss,,
1784826697636,9,NoFilter,A,44,person,362.000,418.500,56.500,hit,3.098,2.049
1784826716478,9,NoFilter,A,45,traffic_light,363.500,417.000,53.500,hit,20.417,1.433
1784826737001,9,NoFilter,A,77,person,401.000,408.500,7.500,hit,3.437,1.413
1784826759804,9,NoFilter,A,49,traffic_light,425.500,426.500,1.000,miss,,
1784826790206,9,NoFilter,A,78,person,456.500,461.000,4.500,hit,1.157,1.541
1784826791305,9,NoFilter,A,79,traffic_light,457.000,458.000,1.000,miss,,
1784826797722,9,NoFilter,A,52,person,464.000,469.500,5.500,hit,1.165,2.050
1784826799815,9,NoFilter,A,53,traffic_light,464.500,466.500,2.000,miss,,
1784826828970,9,NoFilter,A,80,person,494.500,509.500,15.000,hit,1.929,1.101
1784826831305,9,NoFilter,A,81,person,497.000,498.000,1.000,miss,,
