t_ms,pid,condition,set,target_id,kind,t_start,t_end,duration_s,outcome,rt_s,angle_deg
1784822762710,66,NoFilter,P,0,traffic_light,0.000,2.500,2.500,hit,1.001,0.887
1784822764068,66,NoFilter,P,58,traffic_light,0.500,2.500,2.000,hit,0.501,0.774
1784822780281,66,NoFilter,A,1,traffic_light,6.500,23.000,16.500,hit,10.684,0.482
1784822793141,66,NoFilter,A,-1,,,,,false_alarm,,
1784822793960,66,NoFilter,A,-1,,,,,false_alarm,,
1784822794987,66,NoFilter,A,60,person,21.500,32.000,10.500,hit,10.399,1.214
1784822821341,66,NoFilter,A,61,person,56.500,57.500,1.000,miss,,
1784822828161,66,NoFilter,A,6,person,61.000,68.000,7.000,hit,4.065,1.756
1784822829308,66,NoFilter,A,7,person,62.000,66.000,4.000,hit,4.199,3.266
1784822832855,66,NoFilter,A,8,traffic_light,67.000,77.500,10.500,hit,2.770,1.821
1784822845865,66,NoFilter,A,9,traffic_light,81.000,82.000,1.000,miss,,
1784822850168,66,NoFilter,A,11,person,82.500,115.000,32.500,hit,4.587,2.285
1784822850892,66,NoFilter,A,12,person,85.000,113.000,28.000,hit,2.788,0.966
1784822877808,66,NoFilter,A,65,person,113.000,116.000,3.000,hit,1.715,3.422
1784822895354,66,NoFilter,A,15,person,130.500,131.500,1.000,miss,,
1784822902372,66,NoFilter,A,16,traffic_light,137.000,138.500,1.500,miss,,
1784822904360,66,NoFilter,A,17,traffic_light,137.500,140.500,3.000,miss,,
1784822908059,66,NoFilter,A,18,person,143.500,154.500,11.000,hit,1.478,2.192
1784822911850,66,NoFilter,A,19,person,145.500,154.000,8.500,hit,3.249,2.366
1784822932423,66,NoFilter,A,21,person,166.500,174.000,7.500,hit,2.836,2.993
1784822942364,66,NoFilter,A,69,person,177.000,178.500,1.500,miss,,
1784822948336,66,NoFilter,A,24,person,182.500,184.500,2.000,miss,,
1784822949839,66,NoFilter,A,70,person,180.000,186.000,6.000,miss,,
1784822972641,66,NoFilter,A,71,person,203.500,264.500,61.000,hit,6.043,4.377
1784822981837,66,NoFilter,A,29,person,217.000,220.000,3.000,hit,1.752,3.131
1784823016640,66,NoFilter,A,30,person,250.500,257.500,7.000,hit,3.053,0.780
1784823018848,66,NoFilter,A,26,traffic_light,202.000,255.000,53.000,miss,,
1784823022712,66,NoFilter,A,31,person,258.500,269.500,11.000,hit,1.126,3.450
1784823036779,66,NoFilter,A,34,traffic_light,272.000,274.500,2.500,hit,1.673,0.812
1784823046474,66,NoFilter,A,35,person,280.500,305.500,25.000,hit,2.883,1.058
1784823048337,66,NoFilter,A,36,traffic_light,281.000,284.500,3.500,miss,,
1784823048838,66,NoFilter,A,75,traffic_light,281.500,285.000,3.500,miss,,
1784823072863,66,NoFilter,A,76,traffic_light,307.000,309.000,2.000,miss,,
1784823112097,66,NoFilter,A,43,person,347.500,351.500,4.000,hit,1.515,5.811
1784823127949,66,NoFilter,A,44,person,362.000,418.500,56.500,hit,2.865,2.707
1784823172361,66,NoFilter,A,77,person,401.000,408.500,7.500,miss,,
1784823180835,66,NoFilter,A,45,traffic_light,363.500,417.000,53.500,miss,,
1784823190352,66,NoFilter,A,49,traffic_light,425.500,426.500,1.000,miss,,
1784823221849,66,NoFilter,A,79,traffic_light,457.000,458.000,1.000,miss,,
1784823221876,66,NoFilter,A,-1,,,,,false_alarm,,
1784823223600,66,NoFilter,A,78,person,456.500,461.000,4.500,hit,3.993,5.957
1784823228471,66,NoFilter,A,52,person,464.000,469.500,5.500,hit,1.365,1.170
1784823230350,66,NoFilter,A,53,traffic_light,464.500,466.500,2.000,miss,,
1784823261664,66,NoFilter,A,80,person,494.500,509.500,15.000,hit,4.065,2.461
1784823261851,66,NoFilter,A,81,person,497.000,498.000,1.000,miss,,
