t_ms,pid,block,condition,yaw_deg,pitch_deg,roll_deg,head_speed_dps,dr_intensity,mode,event,payload
1784736001050,2,A,A3,,,,,,NBACK1_PILOT,CPT_PANEL_PLACED,dist_m=n/a;tool=block-a-cpt.html
1784736001050,2,A,A3,,,,,,NBACK1_PILOT,CPT_RUN_START,trials=84;seed=22;soa_s=2.5;task=nback1
1784736001050,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=0;kind=nogo;shape=circle
1784736003554,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=0;outcome=first_unscored
1784736003555,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=1;kind=go;shape=circle
1784736006055,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=1;outcome=hit;rt_ms=1798
1784736006056,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=2;kind=nogo;shape=square
1784736008557,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=2;outcome=correct_reject;rt_ms=972
1784736008562,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=3;kind=nogo;shape=circle
1784736011062,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=3;outcome=correct_reject;rt_ms=1109
1784736011067,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=4;kind=go;shape=circle
1784736013588,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=4;outcome=hit;rt_ms=792
1784736013592,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=5;kind=nogo;shape=square
1784736016093,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=5;outcome=correct_reject;rt_ms=725
1784736016098,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=6;kind=nogo;shape=circle
1784736018621,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=6;outcome=correct_reject;rt_ms=935
1784736018626,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=7;kind=nogo;shape=square
1784736021127,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=7;outcome=correct_reject;rt_ms=1246
1784736021132,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=8;kind=nogo;shape=circle
1784736023653,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=8;outcome=correct_reject;rt_ms=820
1784736023659,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=9;kind=go;shape=circle
1784736026160,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=9;outcome=hit;rt_ms=684
1784736026165,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=10;kind=nogo;shape=diamond
1784736028687,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=10;outcome=correct_reject;rt_ms=877
1784736028693,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=11;kind=go;shape=diamond
1784736031193,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=11;outcome=hit;rt_ms=1190
1784736031198,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=12;kind=nogo;shape=triangle
1784736033703,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=12;outcome=correct_reject;rt_ms=860
1784736033707,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=13;kind=nogo;shape=circle
1784736036220,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=13;outcome=correct_reject;rt_ms=757
1784736036225,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=14;kind=go;shape=circle
1784736038727,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=14;outcome=hit;rt_ms=742
1784736038731,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=15;kind=nogo;shape=triangle
1784736041254,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=15;outcome=correct_reject;rt_ms=665
1784736041259,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=16;kind=go;shape=triangle
1784736043763,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=16;outcome=hit;rt_ms=903
1784736043769,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=17;kind=nogo;shape=square
1784736046289,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=17;outcome=correct_reject;rt_ms=878
1784736046293,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=18;kind=nogo;shape=diamond
1784736048796,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=18;outcome=correct_reject;rt_ms=1494
1784736048801,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=19;kind=go;shape=diamond
1784736051311,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=19;outcome=hit;rt_ms=719
1784736051315,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=20;kind=nogo;shape=circle
1784736053821,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=20;outcome=correct_reject;rt_ms=872
1784736053825,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=21;kind=go;shape=circle
1784736056329,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=21;outcome=hit;rt_ms=755
1784736056335,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=22;kind=nogo;shape=square
1784736058854,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=22;outcome=correct_reject;rt_ms=716
1784736058859,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=23;kind=nogo;shape=triangle
1784736061364,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=23;outcome=correct_reject;rt_ms=834
1784736061368,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=24;kind=go;shape=triangle
1784736063887,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=24;outcome=hit;rt_ms=769
1784736063892,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=25;kind=nogo;shape=square
1784736066396,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=25;outcome=correct_reject;rt_ms=778
1784736066401,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=26;kind=nogo;shape=diamond
1784736068922,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=26;outcome=correct_reject;rt_ms=1252
1784736068927,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=27;kind=go;shape=diamond
1784736071430,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=27;outcome=hit;rt_ms=786
1784736071434,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=28;kind=nogo;shape=square
1784736073936,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=28;outcome=correct_reject;rt_ms=884
1784736073942,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=29;kind=nogo;shape=circle
1784736076454,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=29;outcome=correct_reject;rt_ms=1075
1784736076459,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=30;kind=nogo;shape=square
1784736078962,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=30;outcome=correct_reject;rt_ms=1443
1784736078968,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=31;kind=nogo;shape=triangle
1784736081488,2,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=31;outcome=correct_reject;rt_ms=1403
1784736081494,2,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=32;kind=go;shape=triangle
