t_ms,pid,block,condition,yaw_deg,pitch_deg,roll_deg,head_speed_dps,dr_intensity,mode,event,payload
1786130351526,43,A,A2,,,,,0,NBACK1_PILOT,CPT_PANEL_PLACED,dist_m=n/a;tool=block-a-cpt.html;window_stage=done
1786130351528,43,A,A2,,,,,0,NBACK1_PILOT,CPT_RUN_START,trials=140;seed=431;soa_s=2;task=nback1_lures;gen=v4;target_p=0.5;lure_p=0.6;filter=NOFILTER;distractors=PROTEST
1786130351530,43,A,A2,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=0;kind=nogo;shape=hexagon
1786130353543,43,A,A2,,,,,0,NBACK1_PILOT,CPT_RESULT,idx=0;outcome=first_unscored
1786130353547,43,A,A2,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=1;kind=nogo;shape=pentagon;lure=1
1786130355577,43,A,A2,,,,,0,NBACK1_PILOT,CPT_RESULT,idx=1;outcome=correct_reject;rt_ms=911
1786130355580,43,A,A2,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=2;kind=nogo;shape=hexagon;lure=1
1786130357610,43,A,A2,,,,,0,NBACK1_PILOT,CPT_RESULT,idx=2;outcome=correct_reject;rt_ms=973
1786130357617,43,A,A2,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=3;kind=nogo;shape=diamond;lure=0
1786130359643,43,A,A2,,,,,0,NBACK1_PILOT,CPT_RESULT,idx=3;outcome=correct_reject;rt_ms=812
1786130359650,43,A,A2,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=4;kind=nogo;shape=square;lure=1
1786130361663,43,A,A2,,,,,0,NBACK1_PILOT,CPT_RESULT,idx=4;outcome=correct_reject;rt_ms=947
1786130361669,43,A,A2,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=5;kind=go;shape=square
1786130363679,43,A,A2,,,,,0,NBACK1_PILOT,CPT_RESULT,idx=5;outcome=hit;rt_ms=626
1786130363686,43,A,A2,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=6;kind=nogo;shape=ellipse;lure=0
1786130365695,43,A,A2,,,,,0,NBACK1_PILOT,CPT_RESULT,idx=6;outcome=correct_reject;rt_ms=609
1786130365702,43,A,A2,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=7;kind=nogo;shape=pentagon;lure=0
