t_ms,pid,block,condition,yaw_deg,pitch_deg,roll_deg,head_speed_dps,dr_intensity,mode,event,payload
1785169443783,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_PANEL_PLACED,dist_m=n/a;tool=block-a-cpt.html;window_stage=done
1785169443787,15,A,PRACTICE,,,,,0,NBACK1_PILOT,PRACTICE_START,trials=40;seed=999;soa_s=2;task=nback1_lures;gen=v4;target_p=0.5;lure_p=0.6;filter=NOFILTER;distractors=PROTEST
1785169443791,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=0;kind=nogo;shape=diamond
1785169445806,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_RESULT,idx=0;outcome=first_unscored
1785169445813,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=1;kind=nogo;shape=circle;lure=0
1785169447823,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_RESULT,idx=1;outcome=correct_reject;rt_ms=859
1785169447836,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=2;kind=nogo;shape=ellipse;lure=1
1785169449856,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_RESULT,idx=2;outcome=correct_reject;rt_ms=880
1785169449870,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=3;kind=go;shape=ellipse
1785169451875,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_RESULT,idx=3;outcome=hit;rt_ms=704
1785169451882,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=4;kind=nogo;shape=circle;lure=1
1785169453890,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_RESULT,idx=4;outcome=commission;rt_ms=673
1785169453896,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=5;kind=go;shape=circle
1785169455924,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_RESULT,idx=5;outcome=hit;rt_ms=738
1785169455930,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=6;kind=nogo;shape=diamond;lure=0
1785169457933,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_RESULT,idx=6;outcome=correct_reject;rt_ms=1254
1785169457940,15,A,PRACTICE,,,,,0,NBACK1_PILOT,CPT_ONSET,idx=7;kind=go;shape=diamond
