t_ms,pid,block,condition,yaw_deg,pitch_deg,roll_deg,head_speed_dps,dr_intensity,mode,event,payload
1784742921983,33,A,A3,,,,,,NBACK1_PILOT,CPT_PANEL_PLACED,dist_m=n/a;tool=block-a-cpt.html
1784742921983,33,A,A3,,,,,,NBACK1_PILOT,CPT_RUN_START,trials=84;seed=332;soa_s=2.5;task=nback1
1784742921983,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=0;kind=nogo;shape=circle
1784742924486,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=0;outcome=first_unscored
1784742924487,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=1;kind=nogo;shape=square
1784742926988,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=1;outcome=correct_reject;rt_ms=1377
1784742926989,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=2;kind=nogo;shape=triangle
1784742929493,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=2;outcome=correct_reject;rt_ms=808
1784742929497,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=3;kind=nogo;shape=circle
1784742932007,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=3;outcome=correct_reject;rt_ms=801
1784742932012,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=4;kind=go;shape=circle
1784742934512,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=4;outcome=hit;rt_ms=802
1784742934518,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=5;kind=nogo;shape=triangle
1784742937018,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=5;outcome=correct_reject;rt_ms=864
1784742937023,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=6;kind=nogo;shape=diamond
1784742939533,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=6;outcome=correct_reject;rt_ms=988
1784742939539,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=7;kind=nogo;shape=circle
1784742942046,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=7;outcome=correct_reject;rt_ms=772
1784742942051,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=8;kind=go;shape=circle
1784742944552,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=8;outcome=hit;rt_ms=734
1784742944556,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=9;kind=nogo;shape=diamond
1784742947079,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=9;outcome=correct_reject;rt_ms=735
1784742947085,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=10;kind=nogo;shape=circle
1784742949586,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=10;outcome=correct_reject;rt_ms=922
1784742949591,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=11;kind=go;shape=circle
1784742952112,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=11;outcome=hit;rt_ms=907
1784742952117,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=12;kind=nogo;shape=triangle
1784742954619,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=12;outcome=correct_reject;rt_ms=1175
1784742954623,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=13;kind=go;shape=triangle
1784742957146,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=13;outcome=hit;rt_ms=873
1784742957151,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=14;kind=nogo;shape=circle
1784742959652,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=14;outcome=correct_reject;rt_ms=942
1784742959657,33,A,A3,,,,,,NBACK1_PILOT,CPT_ONSET,idx=15;kind=nogo;shape=triangle
1784742962179,33,A,A3,,,,,,NBACK1_PILOT,CPT_RESULT,idx=15;outcome=correct_reject;rt_ms=880
