t_ms,pid,block,condition,yaw_deg,pitch_deg,roll_deg,head_speed_dps,dr_intensity,mode,event,payload
1784735442363,1,A,A2,,,,,,NBACK1_PILOT,CPT_PANEL_PLACED,dist_m=n/a;tool=block-a-cpt.html
1784735442363,1,A,A2,,,,,,NBACK1_PILOT,CPT_RUN_START,trials=84;seed=11;soa_s=2.5;task=nback1
1784735485090,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=17;kind=nogo;shape=square
1784735487612,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=17;outcome=correct_reject;rt_ms=875
1784735487618,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=18;kind=nogo;shape=triangle
1784735490119,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=18;outcome=correct_reject;rt_ms=653
1784735490124,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=19;kind=nogo;shape=square
1784735492647,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=19;outcome=correct_reject;rt_ms=581
1784735492651,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=20;kind=go;shape=square
1784735495152,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=20;outcome=hit;rt_ms=719
1784735495158,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=21;kind=nogo;shape=triangle
1784735497658,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=21;outcome=correct_reject;rt_ms=513
1784735497662,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=22;kind=nogo;shape=circle
1784735500184,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=22;outcome=correct_reject;rt_ms=529
1784735500190,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=23;kind=go;shape=circle
1784735502693,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=23;outcome=hit;rt_ms=693
1784735502698,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=24;kind=nogo;shape=triangle
1784735505216,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=24;outcome=correct_reject;rt_ms=495
1784735505222,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=25;kind=nogo;shape=circle
1784735507722,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=25;outcome=correct_reject;rt_ms=960
1784735507727,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=26;kind=go;shape=circle
1784735510240,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=26;outcome=hit;rt_ms=693
1784735510245,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=27;kind=nogo;shape=square
1784735512749,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=27;outcome=correct_reject;rt_ms=621
1784735512755,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=28;kind=nogo;shape=triangle
1784735515259,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=28;outcome=correct_reject;rt_ms=784
1784735515264,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=29;kind=nogo;shape=diamond
1784735517784,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=29;outcome=correct_reject;rt_ms=800
1784735517788,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=30;kind=nogo;shape=square
1784735520293,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=30;outcome=correct_reject;rt_ms=781
1784735520298,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=31;kind=go;shape=square
1784735522807,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=31;outcome=hit;rt_ms=1052
1784735522811,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=32;kind=nogo;shape=circle
1784735525311,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=32;outcome=correct_reject;rt_ms=780
1784735525316,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=33;kind=go;shape=circle
1784735527817,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=33;outcome=hit;rt_ms=780
1784735527822,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=34;kind=nogo;shape=triangle
1784735530326,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=34;outcome=correct_reject;rt_ms=593
1784735530330,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=35;kind=go;shape=triangle
1784735532850,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=35;outcome=hit;rt_ms=865
1784735532855,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=36;kind=nogo;shape=square
1784735535358,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=36;outcome=correct_reject;rt_ms=677
1784735535364,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=37;kind=nogo;shape=diamond
1784735537884,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=37;outcome=correct_reject;rt_ms=763
1784735537888,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=38;kind=go;shape=diamond
1784735540392,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=38;outcome=hit;rt_ms=1143
1784735540398,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=39;kind=nogo;shape=square
1784735542917,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=39;outcome=correct_reject;rt_ms=695
1784735542921,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=40;kind=nogo;shape=triangle
1784735545425,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=40;outcome=correct_reject;rt_ms=1036
1784735545430,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=41;kind=go;shape=triangle
1784735547951,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=41;outcome=hit;rt_ms=1000
1784735547955,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=42;kind=nogo;shape=square
1784735550458,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=42;outcome=correct_reject;rt_ms=621
1784735550463,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=43;kind=nogo;shape=diamond
1784735552983,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=43;outcome=correct_reject;rt_ms=930
1784735552987,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=44;kind=go;shape=diamond
1784735555492,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=44;outcome=hit;rt_ms=659
1784735555496,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=45;kind=nogo;shape=circle
1784735557999,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=45;outcome=correct_reject;rt_ms=651
1784735558004,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=46;kind=go;shape=circle
1784735560504,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=46;outcome=hit;rt_ms=657
1784735560509,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=47;kind=nogo;shape=triangle
1784735563016,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=47;outcome=correct_reject;rt_ms=683
1784735563021,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=48;kind=nogo;shape=circle
1784735565524,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=48;outcome=correct_reject;rt_ms=1691
1784735565530,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=49;kind=nogo;shape=square
1784735568050,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=49;outcome=correct_reject;rt_ms=881
1784735568055,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=50;kind=go;shape=square
1784735570558,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=50;outcome=hit;rt_ms=967
1784735570563,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=51;kind=nogo;shape=diamond
1784735573084,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=51;outcome=correct_reject;rt_ms=678
1784735573089,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=52;kind=go;shape=diamond
1784735575591,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=52;outcome=hit;rt_ms=1033
1784735575596,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=53;kind=nogo;shape=triangle
1784735578098,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=53;outcome=correct_reject;rt_ms=1056
1784735578104,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=54;kind=go;shape=triangle
1784735580616,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=54;outcome=hit;rt_ms=788
1784735580620,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=55;kind=nogo;shape=square
1784735583124,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=55;outcome=correct_reject;rt_ms=790
1784735583129,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=56;kind=nogo;shape=diamond
1784735585638,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=56;outcome=correct_reject;rt_ms=831
1784735585643,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=57;kind=nogo;shape=triangle
1784735588149,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=57;outcome=correct_reject;rt_ms=582
1784735588154,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=58;kind=go;shape=triangle
1784735590659,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=58;outcome=hit;rt_ms=1379
1784735590663,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=59;kind=nogo;shape=square
1784735593185,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=59;outcome=correct_reject;rt_ms=878
1784735593190,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=60;kind=go;shape=square
1784735595691,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=60;outcome=hit;rt_ms=620
1784735595696,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=61;kind=nogo;shape=triangle
1784735598204,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=61;outcome=correct_reject;rt_ms=643
1784735598210,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=62;kind=nogo;shape=circle
1784735600719,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=62;outcome=correct_reject;rt_ms=833
1784735600725,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=63;kind=nogo;shape=diamond
1784735603225,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=63;outcome=correct_reject;rt_ms=715
1784735603229,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=64;kind=go;shape=diamond
1784735605750,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=64;outcome=hit;rt_ms=752
1784735605755,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=65;kind=nogo;shape=square
1784735608258,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=65;outcome=correct_reject;rt_ms=591
1784735608264,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=66;kind=nogo;shape=circle
1784735610785,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=66;outcome=correct_reject;rt_ms=886
1784735610791,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=67;kind=go;shape=circle
1784735613291,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=67;outcome=hit;rt_ms=635
1784735613296,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=68;kind=nogo;shape=triangle
1784735615806,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=68;outcome=correct_reject;rt_ms=484
1784735615811,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=69;kind=nogo;shape=circle
1784735618316,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=69;outcome=correct_reject;rt_ms=1140
1784735618321,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=70;kind=go;shape=circle
1784735620826,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=70;outcome=hit;rt_ms=701
1784735620832,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=71;kind=nogo;shape=triangle
1784735623350,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=71;outcome=correct_reject;rt_ms=855
1784735623355,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=72;kind=nogo;shape=diamond
1784735625857,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=72;outcome=correct_reject;rt_ms=771
1784735625861,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=73;kind=go;shape=diamond
1784735628384,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=73;outcome=hit;rt_ms=816
1784735628390,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=74;kind=nogo;shape=triangle
1784735630891,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=74;outcome=correct_reject;rt_ms=677
1784735630896,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=75;kind=go;shape=triangle
1784735633404,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=75;outcome=hit;rt_ms=688
1784735633410,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=76;kind=nogo;shape=square
1784735635916,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=76;outcome=correct_reject;rt_ms=667
1784735635921,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=77;kind=nogo;shape=circle
1784735638423,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=77;outcome=correct_reject;rt_ms=1158
1784735638427,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=78;kind=nogo;shape=triangle
1784735640949,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=78;outcome=correct_reject;rt_ms=680
1784735640955,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=79;kind=nogo;shape=diamond
1784735643459,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=79;outcome=correct_reject;rt_ms=660
1784735643464,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=80;kind=nogo;shape=triangle
1784735645984,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=80;outcome=correct_reject;rt_ms=573
1784735645990,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=81;kind=nogo;shape=circle
1784735648491,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=81;outcome=correct_reject;rt_ms=1108
1784735648495,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=82;kind=nogo;shape=triangle
1784735651018,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=82;outcome=correct_reject;rt_ms=791
1784735651024,1,A,A2,,,,,,NBACK1_PILOT,CPT_ONSET,idx=83;kind=nogo;shape=diamond
1784735653524,1,A,A2,,,,,,NBACK1_PILOT,CPT_RESULT,idx=83;outcome=correct_reject;rt_ms=849
1784735653528,1,A,A2,,,,,,NBACK1_PILOT,CPT_RUN_END,go_acc=1.000
